variables;
CODGEO;
P18_POP;
P18_POP0014;
C18_POP15P_CS7;retired
P18_SCOL0205;scholars
P18_SCOL0610;scholars
P18_SCOL1114;scholars
P18_SCOL1517;scholars
P18_SCOL1824;scholars
P18_SCOL2529;scholars
P18_SCOL30P;scholars
P18_ACTOCC15P;employed
P18_CHOM1564;unemployed

C18_PMEN;
;
;
;
;
