TP1;TIRA;TP2;ECH;PER;NDEP;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;TOIS;TDIS;TDIP;TDMO;TDMD;TFIN
4;025;004;060;01;01;1;00;21;025004;001008;00;1;2;0;;00;2734;3723;3723;0;0;0
4;025;004;060;01;02;1;00;21;001008;022152;00;1;1;3;2;00;2702;3728;3728;0;0;0
4;025;004;060;01;03;1;00;21;022152;026002;00;1;1;2;2;00;2000;2469;2469;0;0;0
4;025;004;060;01;04;1;00;21;026002;025004;00;1;1;1;2;00;1265;1781;1781;0;0;0
4;025;004;060;01;05;1;00;21;025004;040008;03;1;1;3;2;00;9148;13892;13892;0;200;0
4;025;004;060;01;06;1;03;21;040008;025004;00;1;1;1;2;00;9148;14143;14143;200;0;0
4;025;004;060;01;07;1;00;21;025004;001008;00;1;1;0;;00;2734;3723;3723;0;0;0
4;025;004;060;01;08;1;00;21;001008;025004;00;1;2;1;2;00;2734;4212;4212;0;0;0
4;025;004;060;01;09;1;00;22;025004;025004;00;;;;;;94;170;170;0;0;0
4;025;004;060;01;10;1;00;22;025004;079015;00;;;;;;45404;58020;58020;0;0;0
4;025;004;060;01;11;1;00;22;079015;025004;00;;;;;;45404;57410;57410;0;0;0
4;025;004;060;02;01;1;00;22;025004;001008;05;;;;;;2734;3723;3723;0;333;0
4;025;004;060;02;04;1;00;22;001008;025004;00;;;;;;2734;4212;4212;0;0;0
4;025;004;060;02;05;1;00;21;025004;022152;05;1;2;0;;00;1522;5445;5445;0;333;0
4;025;004;060;02;06;1;00;21;022152;025004;00;1;1;1;2;00;1522;4742;4742;0;0;0
4;025;004;060;02;07;1;00;21;025004;023001;00;1;1;3;2;00;2928;6463;6463;0;0;0
4;025;004;060;02;08;1;00;21;023001;025004;00;1;1;3;2;00;2928;5605;5605;0;0;0
4;025;004;069;01;01;1;00;21;025004;023651;00;1;1;3;2;00;2381;5785;5785;0;0;0
4;025;004;069;01;02;1;00;21;023651;040451;00;1;2;3;2;00;781;1149;1149;0;0;0
4;025;004;069;01;03;1;00;21;040451;039001;00;1;2;0;;00;4050;6320;6320;0;0;0
4;025;004;069;01;04;1;00;21;039001;025004;00;1;1;1;2;00;6202;9884;9884;0;0;0
4;025;004;082;01;01;1;00;21;025004;030001;03;1;1;2;2;03;2525;6950;6950;0;200;0
4;025;004;082;01;02;1;03;21;030001;025008;02;1;1;3;2;02;3737;7446;7446;200;133;0
4;025;004;082;01;03;1;02;21;025008;025004;00;1;1;1;2;00;1221;3314;3314;133;0;0
4;025;004;086;01;01;1;00;21;025004;020004;00;1;1;1;2;00;4019;8213;8213;0;0;0
4;025;004;086;01;02;1;00;21;020004;040451;00;1;1;3;2;00;2949;5604;5604;0;0;0
4;025;004;086;01;03;1;00;21;040451;025004;00;1;1;1;3;00;2331;5486;5486;0;0;0
4;025;004;087;01;01;2;00;32;022006;001011;02;;;;;;1966;2949;2949;0;133;0
4;025;004;087;01;01;1;02;31;025004;022007;00;;;;;;1067;1601;1601;133;0;0
4;025;004;087;01;02;1;02;32;001011;022006;00;;;;;;1966;2949;2949;133;0;0
4;025;004;087;01;02;2;00;31;022007;025003;02;;;;;;1050;1575;1575;0;133;0
4;025;004;104;02;01;1;00;21;025004;022010;00;1;1;3;2;00;1259;3458;3458;0;0;0
4;025;004;104;02;02;1;00;21;022010;025004;00;1;1;2;2;00;1259;3335;3335;0;0;0
4;025;004;104;02;03;1;00;21;025004;022010;00;1;1;3;2;00;1259;3458;3458;0;0;0
4;025;004;104;02;04;1;00;21;022010;025004;00;1;1;1;2;00;1259;3335;3335;0;0;0
4;025;004;129;01;03;2;00;32;022006;028011;00;;;;;;5052;7578;7578;0;0;0
4;025;004;129;01;03;1;01;31;025001;022007;00;;;;;;410;615;615;67;0;0
4;025;004;129;01;04;2;00;31;022007;025002;01;;;;;;633;949;949;0;67;0
4;025;004;129;01;04;1;00;32;028011;022006;00;;;;;;5052;7578;7578;0;0;0
4;025;004;131;01;01;1;00;21;025004;040016;03;1;1;1;2;00;4974;6740;6740;0;200;0
4;025;004;131;01;02;1;03;21;040016;025004;00;1;1;1;2;00;4974;7356;7356;200;0;0
4;025;004;131;01;03;2;03;32;006013;002007;15;;;;;;1675;2512;2512;200;1000;0
4;025;004;131;01;03;1;00;21;025004;006013;03;1;1;2;2;00;1532;2199;2199;0;200;0
4;025;004;131;01;05;1;20;32;002007;006013;03;;;;;;1675;2512;2512;1333;200;0
4;025;004;131;01;05;2;03;21;006013;025004;01;1;1;2;2;02;1532;2763;2763;200;67;0
4;025;004;143;01;01;1;00;21;025004;006002;02;1;1;2;2;00;2097;3175;3175;0;133;0
4;025;004;143;01;02;1;02;21;006002;025004;00;1;1;1;3;00;2097;3018;3018;133;0;0
4;025;004;143;01;03;1;00;21;025004;040451;02;1;1;3;2;01;2331;4945;4945;0;133;0
4;025;004;143;01;04;1;02;21;040451;025004;00;1;1;1;3;00;2331;5486;5486;133;0;0
4;025;004;145;01;01;1;00;22;025004;022010;00;;;;;;1259;3458;3458;0;0;0
4;025;004;145;01;02;1;00;22;022010;025004;00;;;;;;1259;3335;3335;0;0;0
4;025;004;156;01;03;1;00;22;025004;023006;00;;;;;;1946;4539;4539;0;0;0
4;025;004;156;01;04;1;00;22;023006;025004;00;;;;;;1946;5104;5104;0;0;0
4;025;004;156;02;03;1;00;21;025004;023006;00;1;2;3;2;00;1946;4539;4539;0;0;0
4;025;004;156;02;04;1;00;21;023006;025004;00;1;2;1;2;00;1946;5104;5104;0;0;0
4;025;004;171;01;01;1;00;11;025004;006015;00;0;1;3;2;00;1670;2616;2616;0;0;0
4;025;004;171;01;02;1;00;11;006015;025004;00;0;1;2;2;00;1670;2616;2616;0;0;0
4;025;004;171;01;03;1;00;11;025004;006015;00;0;1;3;2;00;1670;2616;2616;0;0;0
4;025;004;171;01;04;1;00;11;006015;025004;00;0;1;2;2;00;1670;2616;2616;0;0;0
4;025;004;174;01;01;1;00;11;025004;022006;00;0;1;2;2;00;1323;2581;2581;0;0;0
4;025;004;174;01;02;1;00;11;022006;025004;00;0;1;1;2;00;1323;2581;2581;0;0;0
4;025;004;174;01;05;1;00;11;025004;002005;00;0;1;1;2;00;3541;4401;4401;0;0;0
4;025;004;183;01;01;2;00;32;022006;028010;02;;;;;;4324;6486;6486;0;133;0
4;025;004;183;01;01;1;01;31;025005;022007;00;;;;;;1082;1624;1624;67;0;0
4;025;004;183;01;02;2;00;31;022007;025002;01;;;;;;633;949;949;0;67;0
4;025;004;183;01;02;1;02;32;028010;022006;00;;;;;;4324;6486;6486;133;0;0
4;025;005;001;01;01;1;00;22;025005;022152;00;;;;;;1117;1879;1879;0;0;0
4;025;005;001;01;02;2;02;32;003001;003003;00;;;;;;312;468;468;133;0;0
4;025;005;001;01;02;1;00;32;022152;003001;02;;;;;;3724;5586;5586;0;133;0
4;025;005;001;01;03;1;00;32;003003;003001;00;;;;;;312;468;468;0;0;0
4;025;005;001;01;03;2;00;32;003001;022007;00;;;;;;2811;4217;4217;0;0;0
4;025;005;001;01;03;3;00;31;022007;025005;00;;;;;;1082;1624;1624;0;0;0
4;025;005;016;01;01;1;01;21;025005;025351;05;1;1;3;2;02;633;1407;1407;67;333;0
4;025;005;016;01;02;1;05;21;025351;025005;01;1;1;1;2;00;633;1294;1294;333;67;0
4;025;005;018;01;04;1;05;32;022007;028005;08;;;;;;3476;5214;5214;333;533;0
4;025;005;018;01;05;1;08;32;028005;022007;15;;;;;;3476;5214;5214;533;1000;0
4;025;005;021;01;01;2;03;32;022006;003001;04;;;;;;2835;4252;4252;200;267;0
4;025;005;021;01;01;1;05;31;025005;022006;03;;;;;;1189;1784;1784;333;200;0
4;025;005;021;01;02;1;03;32;003001;001011;05;;;;;;961;1442;1442;200;333;0
4;025;005;021;01;03;2;03;31;022006;025005;05;;;;;;1189;1784;1784;200;333;0
4;025;005;021;01;03;1;05;32;001011;022006;03;;;;;;1966;2949;2949;333;200;0
4;025;005;025;01;03;1;01;21;025005;007006;00;1;2;2;3;01;2880;4209;4209;67;0;0
4;025;005;025;01;04;1;00;21;007006;025005;01;1;2;1;3;01;2880;3959;3959;0;67;0
4;025;005;025;01;05;1;01;21;025005;025351;01;1;1;3;2;00;633;1407;1407;67;67;0
4;025;005;025;01;06;1;01;21;025351;025005;01;1;1;1;3;00;633;1294;1294;67;67;0
4;025;005;025;01;07;1;01;21;025005;025002;01;1;1;3;2;00;833;2183;2183;67;67;0
4;025;005;025;01;08;1;01;22;025005;003001;10;;;;;;3893;4985;4985;67;667;0
4;025;005;029;01;01;1;01;21;025005;027651;01;1;1;2;2;02;4687;10225;10225;67;67;0
4;025;005;029;01;02;1;01;21;027651;025005;01;1;1;1;3;00;4687;9636;9636;67;67;0
4;025;005;030;01;01;1;00;11;025005;025351;00;0;1;3;2;00;633;1294;1294;0;0;0
4;025;005;030;01;02;1;00;11;025351;025005;00;0;1;1;2;00;633;1294;1294;0;0;0
4;025;005;030;02;01;2;00;32;022006;006010;03;;;;;;1213;1820;1820;0;200;0
4;025;005;030;02;01;1;03;31;025005;022007;00;;;;;;1082;1624;1624;200;0;0
4;025;005;030;02;02;1;03;32;006010;022007;05;;;;;;1200;1801;1801;200;333;0
4;025;005;030;02;03;1;05;32;022007;006010;03;;;;;;1200;1801;1801;333;200;0
4;025;005;030;02;04;1;03;32;006010;022006;00;;;;;;1213;1820;1820;200;0;0
4;025;005;030;02;04;2;00;31;022007;025005;03;;;;;;1082;1624;1624;0;200;0
4;025;005;030;02;05;1;00;11;025005;026001;00;0;1;3;2;00;1311;2280;2280;0;0;0
4;025;005;030;02;06;1;00;11;026001;025005;00;0;1;1;2;00;1311;2280;2280;0;0;0
4;025;005;030;02;07;2;01;31;022006;018001;01;;;;;;1550;2326;2326;67;67;0
4;025;005;030;02;07;1;03;31;025005;022007;01;;;;;;1082;1624;1624;200;67;0
4;025;005;030;02;08;1;01;31;017007;006013;01;;;;;;1655;2482;2482;67;67;0
4;025;005;030;02;08;2;01;31;022007;025004;03;;;;;;1067;1601;1601;67;200;0
4;025;005;034;01;02;2;01;32;022006;003001;00;;;;;;2835;4252;4252;67;0;0
4;025;005;034;01;02;1;04;31;025005;022006;01;;;;;;1189;1784;1784;267;67;0
4;025;005;034;01;02;3;00;32;003001;011007;05;;;;;;1581;2372;2372;0;333;0
4;025;005;034;01;03;3;01;31;022006;025005;04;;;;;;1189;1784;1784;67;267;0
4;025;005;034;01;03;1;05;32;011007;003001;00;;;;;;1581;2372;2372;333;0;0
4;025;005;034;01;03;2;00;32;003001;022006;01;;;;;;2835;4252;4252;0;67;0
4;025;005;040;01;01;2;01;32;022006;002005;05;;;;;;2625;3938;3938;67;333;0
4;025;005;040;01;01;1;05;31;025009;022006;01;;;;;;2448;3671;3671;333;67;0
4;025;005;040;01;02;2;01;31;022006;025009;05;;;;;;2448;3671;3671;67;333;0
4;025;005;040;01;02;1;05;32;002005;022006;01;;;;;;2625;3938;3938;333;67;0
4;025;005;051;01;01;1;00;15;025005;062009;00;1;1;1;2;00;19973;23578;23578;0;0;0
4;025;005;051;01;02;1;00;15;062009;025005;00;1;1;3;2;00;19973;22788;22788;0;0;0
4;025;005;051;01;03;1;00;15;025005;062009;00;1;1;3;2;00;19973;23578;23578;0;0;0
4;025;005;051;01;04;1;00;15;062009;025005;00;1;1;3;2;00;19973;22788;22788;0;0;0
4;025;005;054;01;01;2;00;32;022006;002007;00;;;;;;2253;3379;3379;0;0;0
4;025;005;054;01;01;1;03;31;025005;022007;00;;;;;;1082;1624;1624;200;0;0
4;025;005;054;01;01;3;00;32;002007;042003;04;;;;;;5891;8837;8837;0;267;0
4;025;005;054;01;02;1;04;32;042003;003001;15;;;;;;6739;10109;10109;267;1000;0
4;025;005;054;01;03;1;00;32;003002;003001;03;;;;;;345;518;518;0;200;0
4;025;005;054;01;04;2;01;31;022006;025005;02;;;;;;1189;1784;1784;67;133;0
4;025;005;054;01;04;1;03;32;003001;022006;01;;;;;;2835;4252;4252;200;67;0
4;025;005;054;01;05;2;01;32;022006;003001;15;;;;;;2835;4252;4252;67;1000;0
4;025;005;054;01;05;1;02;31;025005;022006;01;;;;;;1189;1784;1784;133;67;0
4;025;005;056;01;01;1;00;21;025005;021003;00;3;1;3;2;00;1876;3658;3658;0;0;0
4;025;005;056;01;02;1;00;21;021003;026007;00;3;1;2;2;00;2738;5272;5272;0;0;0
4;025;005;056;01;03;1;00;21;026007;029005;00;3;1;2;2;00;3939;9781;9781;0;0;0
4;025;005;056;01;04;1;00;21;029005;011651;00;3;1;3;2;00;7061;12040;12040;0;0;0
4;025;005;056;01;05;1;00;21;011651;029005;00;3;1;2;2;00;7061;13938;13938;0;0;0
4;025;005;056;01;06;1;00;21;029005;021003;00;3;1;2;2;00;6646;11809;11809;0;0;0
4;025;005;056;01;07;1;00;21;021003;021003;00;3;1;3;2;00;139;250;250;0;0;0
4;025;005;056;01;08;1;00;21;021003;025005;00;3;1;2;2;00;1876;2991;2991;0;0;0
4;025;005;056;01;09;1;00;21;025005;028002;00;3;1;2;2;00;4606;11104;11104;0;0;0
4;025;005;056;01;10;1;00;21;028002;025005;00;3;1;2;2;00;4606;9946;9946;0;0;0
4;025;005;064;01;01;1;00;21;025005;029004;00;1;1;2;2;00;4093;7931;7931;0;0;0
4;025;005;064;01;02;1;00;21;029004;040003;00;1;1;2;2;00;11573;15778;15778;0;0;0
4;025;005;064;01;03;1;00;21;040003;040003;00;1;1;2;2;00;191;344;344;0;0;0
4;025;005;064;01;04;1;00;21;040003;025005;00;1;1;1;2;00;8563;10629;10629;0;0;0
4;025;005;064;01;05;1;00;21;025005;029004;00;1;1;2;2;00;4093;7931;7931;0;0;0
4;025;005;064;01;06;1;00;21;029004;015001;00;1;1;2;2;00;5809;7473;7473;0;0;0
4;025;005;064;01;07;1;00;21;015001;025001;00;1;1;1;2;00;2933;4080;4080;0;0;0
4;025;005;065;01;01;1;02;31;025005;022006;01;;;;;;1189;1784;1784;133;67;0
4;025;005;065;01;02;1;01;32;022006;025005;02;;;;;;1189;1784;1784;67;133;0
4;025;005;065;01;03;2;01;32;022006;003001;01;;;;;;2835;4252;4252;67;67;0
4;025;005;065;01;03;1;02;31;025005;022006;01;;;;;;1189;1784;1784;133;67;0
4;025;005;065;01;03;3;01;32;003001;033002;06;;;;;;4870;7305;7305;67;400;0
4;025;005;065;01;04;3;01;31;022006;025005;02;;;;;;1189;1784;1784;67;133;0
4;025;005;065;01;04;1;06;32;033002;003001;02;;;;;;4870;7305;7305;400;133;0
4;025;005;065;01;04;2;02;32;003001;022006;01;;;;;;2835;4252;4252;133;67;0
4;025;005;067;01;01;2;00;32;029002;035006;05;;;;;;9155;13732;13732;0;333;0
4;025;005;067;01;01;1;04;31;037005;029002;00;;;;;;5165;7748;7748;267;0;0
4;025;005;067;01;02;1;05;32;035006;013006;03;;;;;;1502;2253;2253;333;200;0
4;025;005;067;01;02;2;03;31;013006;019006;02;;;;;;4323;6484;6484;200;133;0
4;025;005;067;01;03;1;02;22;019006;012012;03;;;;;;4438;8843;8843;133;200;0
4;025;005;067;01;03;2;03;32;012012;029002;03;;;;;;5953;8929;8929;200;200;0
4;025;005;067;01;03;4;03;32;002007;022006;01;;;;;;2253;3379;3379;200;67;0
4;025;005;067;01;03;3;03;32;029002;002007;03;;;;;;3767;5651;5651;200;200;0
4;025;005;072;01;01;1;00;21;025005;030001;00;1;1;2;2;00;2977;7516;7516;0;0;0
4;025;005;072;01;02;1;00;21;030001;025005;00;1;1;1;2;00;2977;7616;7616;0;0;0
4;025;005;078;01;01;1;00;22;025005;025008;00;;;;;;803;1047;1047;0;0;0
4;025;005;078;01;02;1;05;32;022007;002005;05;;;;;;2579;3868;3868;333;333;0
4;025;005;078;01;03;1;05;32;002005;022007;05;;;;;;2579;3868;3868;333;333;0
4;025;005;078;01;04;1;00;22;025008;025005;02;;;;;;803;1170;1170;0;133;0
4;025;005;079;01;01;1;00;21;025005;007005;00;1;1;2;2;00;2638;4038;4038;0;0;0
4;025;005;079;01;02;1;00;21;007005;007005;00;1;2;3;2;00;97;174;174;0;0;0
4;025;005;079;01;03;1;00;21;007005;025005;00;1;2;1;2;00;2638;3660;3660;0;0;0
4;025;005;080;01;05;2;00;32;022006;028011;07;;;;;;5052;7578;7578;0;467;0
4;025;005;080;01;05;1;03;31;025001;006013;00;;;;;;897;1345;1345;200;0;0
4;025;005;080;01;06;2;15;31;022007;025002;03;;;;;;633;949;949;1000;200;0
4;025;005;080;01;06;1;07;32;028011;022006;15;;;;;;5052;7578;7578;467;1000;0
4;025;005;083;01;01;2;00;32;022006;024001;01;;;;;;3322;4983;4983;0;67;0
4;025;005;083;01;01;1;01;31;025001;022007;00;;;;;;410;615;615;67;0;0
4;025;005;083;01;02;1;01;32;024001;022006;00;;;;;;3322;4983;4983;67;0;0
4;025;005;083;01;02;2;00;31;022007;025002;01;;;;;;633;949;949;0;67;0
4;025;005;084;01;05;1;00;21;025005;026010;03;1;1;3;2;02;2156;3355;3355;0;200;0
4;025;005;084;01;06;1;00;21;026010;025005;00;1;1;1;3;00;2156;3389;3389;0;0;0
4;025;005;084;01;07;1;05;32;022002;002005;05;;;;;;3018;4527;4527;333;333;0
4;025;005;084;01;08;1;05;32;002005;022002;05;;;;;;3018;4527;4527;333;333;0
4;025;005;090;01;01;1;00;11;025005;009351;00;0;2;1;2;00;3777;4817;4817;0;0;0
4;025;005;090;01;02;1;00;11;009351;025005;00;0;1;1;2;00;3777;4817;4817;0;0;0
4;025;005;090;01;03;1;00;11;025005;024001;00;0;1;3;2;00;3283;4614;4614;0;0;0
4;025;005;090;01;04;1;00;11;024001;025005;00;0;1;1;2;00;3283;4614;4614;0;0;0
4;025;005;090;02;01;1;00;21;025005;006015;00;2;2;0;;00;1847;2945;2945;0;0;0
4;025;005;090;02;02;1;00;21;006015;002005;00;2;1;1;2;00;1881;2628;2628;0;0;0
4;025;005;090;02;03;1;00;21;002005;006015;00;2;1;0;;00;1881;2681;2681;0;0;0
4;025;005;090;02;04;1;00;21;006015;025005;00;2;2;1;2;00;1847;2839;2839;0;0;0
4;025;005;090;04;01;1;00;22;025005;009351;00;;;;;;3777;5261;5261;0;0;0
4;025;005;090;04;02;2;00;32;002007;022006;00;;;;;;2253;3379;3379;0;0;0
4;025;005;090;04;02;1;00;32;009002;002007;00;;;;;;868;1302;1302;0;0;0
4;025;005;090;04;02;3;00;31;022007;025005;03;;;;;;1082;1624;1624;0;200;0
4;025;005;091;01;01;2;00;32;022006;023001;01;;;;;;2466;3699;3699;0;67;0
4;025;005;091;01;01;1;03;31;025005;022007;00;;;;;;1082;1624;1624;200;0;0
4;025;005;091;01;02;1;01;32;023001;022006;01;;;;;;2466;3699;3699;67;67;0
4;025;005;091;01;02;2;01;31;022007;025005;03;;;;;;1082;1624;1624;67;200;0
4;025;005;094;01;01;2;00;32;022006;006011;02;;;;;;1378;2067;2067;0;133;0
4;025;005;094;01;01;1;02;31;025001;022007;00;;;;;;410;615;615;133;0;0
4;025;005;094;01;02;1;02;32;006011;009010;01;;;;;;2024;3036;3036;133;67;0
4;025;005;094;01;03;1;01;32;009010;022006;00;;;;;;3354;5031;5031;67;0;0
4;025;005;094;01;03;2;00;31;022007;025002;02;;;;;;633;949;949;0;133;0
4;025;005;096;01;01;1;00;21;025005;025008;00;1;1;3;2;00;803;1047;1047;0;0;0
4;025;005;096;01;02;1;00;21;025008;025005;00;1;1;1;2;00;803;1170;1170;0;0;0
4;025;005;096;01;03;1;10;32;022006;002005;99;;;;;;2625;3938;3938;667;6600;0
4;025;005;096;01;04;1;99;32;002005;022006;10;;;;;;2625;3938;3938;6600;667;0
4;025;005;099;01;03;1;01;21;025005;002005;08;1;2;4;3;02;3657;4751;4751;67;533;0
4;025;005;099;01;04;1;10;21;002005;025005;01;1;2;1;2;00;3657;4721;4721;667;67;0
4;025;005;099;02;03;1;01;22;025005;002005;08;;;;;;3657;4751;4751;67;533;0
4;025;005;099;02;04;1;10;22;002005;025005;01;;;;;;3657;4721;4721;667;67;0
4;025;005;102;01;01;1;00;21;025005;022007;00;1;3;0;;00;1082;1830;1830;0;0;0
4;025;005;102;01;02;1;00;21;022007;022006;00;1;2;0;;00;423;1055;1055;0;0;0
4;025;005;102;01;03;1;00;21;022006;032551;00;1;1;1;2;00;9312;12198;12198;0;0;0
4;025;005;102;01;04;1;00;21;032551;009451;00;1;1;4;3;02;6629;9053;9053;0;0;0
4;025;005;102;01;05;1;05;21;009451;025005;00;1;1;1;2;00;3750;6149;6149;333;0;0
4;025;005;102;01;06;1;00;21;025005;022006;00;1;1;2;2;00;1189;1567;1567;0;0;0
4;025;005;102;01;07;1;00;21;022006;022007;00;1;2;0;;00;423;1045;1045;0;0;0
4;025;005;102;01;08;1;00;21;022007;025005;00;1;3;1;2;00;1082;1833;1833;0;0;0
4;025;005;102;01;09;1;00;21;025005;006006;00;1;3;3;2;00;1721;2822;2822;0;0;0
4;025;005;102;01;10;1;00;21;006006;025005;00;1;3;1;2;00;1721;2350;2350;0;0;0
4;025;005;102;02;01;1;00;22;025005;022007;00;;;;;;1082;1830;1830;0;0;0
4;025;005;102;02;01;2;00;32;022007;009352;10;;;;;;2357;3535;3376;0;667;0
4;025;005;102;02;02;2;00;22;022007;025005;00;;;;;;1082;1833;1833;0;0;0
4;025;005;102;02;02;1;10;32;009352;022007;00;;;;;;2357;3535;3340;667;0;0
4;025;005;102;02;03;1;00;22;025005;006006;00;;;;;;1721;2822;2822;0;0;0
4;025;005;102;02;04;1;00;22;006006;025005;00;;;;;;1721;2350;2350;0;0;0
4;025;005;102;03;01;1;00;22;025005;022007;00;;;;;;1082;1830;1830;0;0;0
4;025;005;102;03;02;1;00;22;022007;022006;00;;;;;;423;1055;1055;0;0;0
4;025;005;102;03;03;1;02;22;022006;022007;00;;;;;;423;1045;1045;133;0;0
4;025;005;102;03;04;1;00;22;022007;025005;00;;;;;;1082;1833;1833;0;0;0
4;025;005;102;03;05;1;00;22;025005;006006;00;;;;;;1721;2822;2822;0;0;0
4;025;005;102;03;06;1;00;22;006006;025005;00;;;;;;1721;2350;2350;0;0;0
4;025;005;112;01;01;1;01;31;025001;022007;02;;;;;;410;615;615;67;133;0
4;025;005;112;01;02;1;02;31;025001;025002;01;;;;;;441;662;662;133;67;0
4;025;005;114;01;01;1;00;21;025005;025352;00;1;1;2;2;00;958;2126;2126;0;0;0
4;025;005;114;01;02;1;00;21;025352;025005;00;1;1;1;2;00;958;2118;2118;0;0;0
4;025;005;114;01;03;1;00;21;025005;001003;00;1;1;1;2;00;3232;4194;4194;0;0;0
4;025;005;116;01;01;1;00;21;025005;033002;00;1;1;1;2;00;8762;18476;18476;0;0;0
4;025;005;116;01;02;1;00;21;033002;025005;00;1;1;1;2;00;8762;18163;18163;0;0;0
4;025;005;116;01;03;1;00;21;025005;033002;00;1;1;1;2;00;8762;18572;18572;0;0;0
4;025;005;116;01;04;1;00;21;033002;025005;00;1;1;1;2;00;8762;18163;18163;0;0;0
4;025;005;126;01;01;1;00;93;025005;025352;00;;;;;;958;2099;2099;0;0;0
4;025;005;126;01;02;1;00;93;025352;025005;00;;;;;;958;2099;2099;0;0;0
4;025;005;126;01;03;2;00;32;022006;028011;02;;;;;;5052;7578;7578;0;133;0
4;025;005;126;01;03;1;10;31;025003;022006;00;;;;;;1384;2076;2076;667;0;0
4;025;005;126;01;04;2;00;31;022006;025003;10;;;;;;1384;2076;2076;0;667;0
4;025;005;126;01;04;1;02;32;028011;022006;00;;;;;;5052;7578;7578;133;0;0
4;025;005;128;01;01;3;00;31;024001;024003;00;;;;;;850;1276;1276;0;0;0
4;025;005;128;01;01;1;00;31;025007;022007;00;;;;;;1377;2066;2066;0;0;0
4;025;005;128;01;01;2;00;32;022007;024001;00;;;;;;3669;5503;5503;0;0;0
4;025;005;128;01;02;1;00;31;024003;024001;00;;;;;;850;1276;1276;0;0;0
4;025;005;128;01;02;2;00;32;024001;022007;00;;;;;;3669;5503;5503;0;0;0
4;025;005;128;01;02;3;00;31;022007;025007;00;;;;;;1377;2066;2066;0;0;0
4;025;005;128;01;05;1;00;22;025005;024003;00;;;;;;4018;6820;6820;0;0;0
4;025;005;128;01;06;1;00;22;024003;025005;00;;;;;;4018;6202;6202;0;0;0
4;025;005;128;02;01;1;00;31;025007;022007;00;;;;;;1377;2066;2066;0;0;0
4;025;005;128;02;01;3;00;32;002007;007006;00;;;;;;455;682;682;0;0;0
4;025;005;128;02;01;2;00;32;022007;002007;00;;;;;;2124;3186;3186;0;0;0
4;025;005;128;02;02;2;00;32;002007;022007;00;;;;;;2124;3186;3186;0;0;0
4;025;005;128;02;02;3;00;31;022007;025007;00;;;;;;1377;2066;2066;0;0;0
4;025;005;128;02;02;1;00;32;007006;002007;00;;;;;;455;682;682;0;0;0
4;025;005;128;02;03;1;00;31;025007;022007;00;;;;;;1377;2066;2066;0;0;0
4;025;005;128;02;03;3;00;32;002007;007006;00;;;;;;455;682;682;0;0;0
4;025;005;128;02;03;2;00;32;022007;002007;00;;;;;;2124;3186;3186;0;0;0
4;025;005;128;02;04;2;00;32;002007;022007;00;;;;;;2124;3186;3186;0;0;0
4;025;005;128;02;04;3;00;31;022007;025007;00;;;;;;1377;2066;2066;0;0;0
4;025;005;128;02;04;1;00;32;007006;002007;00;;;;;;455;682;682;0;0;0
4;025;005;130;01;05;1;00;21;025005;006015;00;1;1;3;2;00;1847;2945;2945;0;0;0
4;025;005;130;01;06;1;00;21;006015;025005;00;1;1;1;2;00;1847;2839;2839;0;0;0
4;025;005;132;01;02;1;08;32;022006;002005;05;;;;;;2625;3938;3938;533;333;0
4;025;005;132;01;03;1;05;32;002005;022006;10;;;;;;2625;3938;3938;333;667;0
4;025;005;136;01;01;1;03;31;025005;022007;03;;;;;;1082;1624;1624;200;200;0
4;025;005;136;01;02;1;03;31;022007;025005;03;;;;;;1082;1624;1624;200;200;0
4;025;005;142;01;03;1;00;21;025005;030002;00;1;1;3;2;00;3418;6426;6426;0;0;0
4;025;005;142;01;04;1;00;21;030002;025005;00;1;1;1;2;00;3418;5934;5934;0;0;0
4;025;005;149;01;01;1;10;31;022006;018006;05;;;;;;2707;4061;4061;667;333;0
4;025;005;149;01;02;1;05;31;018006;022006;03;;;;;;2707;4061;4061;333;200;0
4;025;005;149;01;02;2;03;32;022006;022007;03;;;;;;423;635;635;200;200;0
4;025;005;149;01;04;2;01;32;022006;006011;05;;;;;;1378;2067;2067;67;333;0
4;025;005;149;01;04;1;02;31;025005;022006;01;;;;;;1189;1784;1784;133;67;0
4;025;005;149;01;05;1;05;32;006011;002005;03;;;;;;1250;1874;1874;333;200;0
4;025;005;149;01;06;1;03;32;002005;022007;03;;;;;;2579;3868;3868;200;200;0
4;025;005;150;01;01;1;00;21;025005;029651;00;1;1;1;2;00;4125;8750;8750;0;0;0
4;025;005;150;01;02;1;00;21;029651;025005;00;1;1;1;2;00;4125;8566;8566;0;0;0
4;025;005;150;01;03;1;00;21;025005;029651;00;1;1;1;2;00;4125;8750;8750;0;0;0
4;025;005;150;01;04;1;00;21;029651;025005;00;1;1;1;2;00;4125;8566;8566;0;0;0
4;025;005;150;01;05;1;00;21;025005;009001;03;1;1;4;2;00;3328;4578;4578;0;200;0
4;025;005;150;01;06;1;03;21;009001;025005;00;1;1;1;2;00;3328;5354;5354;200;0;0
4;025;005;151;01;01;1;00;21;025005;025352;00;1;1;2;2;00;958;2126;2126;0;0;0
4;025;005;151;01;02;1;00;21;025352;025005;00;1;1;1;2;00;958;2118;2118;0;0;0
4;025;005;155;01;01;1;00;21;025005;039003;00;1;1;3;2;00;2879;5683;5683;0;0;0
