PP1;TIRA;PP2;ECH;PER;DATE;PENQ;JOURDEP;P2;P3;P4;P7;P8;P9;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24A;P11A;P25;P26;PL27;PL28;P12A;P12B;P12C;P12D;P12E;P12F;P1;COE1;COEP;DP13;PFIN
2;017;002;004;02;161113;1;5;2;2;39;1;6;1;4;006351;1;3;;1;4;5;1;4;4;3;1;4;5;5;4;4;4;4;4;;1;37.83080;37.83080;959;0
2;017;002;044;01;301113;1;5;1;1;44;1;1;2;5;888888;;;;1;5;5;2;5;2;6;1;6;5;5;4;4;4;4;4;;1;37.41583;37.41583;0;0
2;017;002;004;01;161113;1;5;1;1;52;1;4;1;3;900075;;;;;;;;;;4;1;;;;4;4;4;4;4;;2;37.41583;37.41583;593745;0
2;017;002;056;01;190214;1;2;1;1;54;1;1;1;5;009010;3;;1;1;5;5;2;5;1;6;1;1;5;5;3;4;4;4;4;3;1;37.41583;37.41583;3037;0
2;017;003;075;04;121213;1;3;1;1;24;1;4;8;;;;;;2;5;2;3;5;1;9;2;;5;5;4;4;4;4;4;;1;28.35798;28.35798;0;0
2;017;003;097;01;220114;1;2;2;2;35;1;2;1;1;;;;;1;5;4;2;2;3;5;1;2;5;5;4;4;4;4;4;;1;33.49252;33.49252;0;0
2;017;003;102;02;190214;1;2;2;2;37;2;3;8;;;;;;4;5;5;5;3;4;9;2;;5;5;4;4;4;4;4;;1;37.83080;37.83080;0;0
2;017;003;102;05;190214;2;2;2;3;01;;;;;;;;;;;;;;;0;;;;;;;;;;;1;32.69540;;0;0
2;017;003;079;01;121213;1;3;1;1;60;1;6;1;5;001004;1;2;;1;5;5;1;5;3;3;1;1;5;5;4;4;4;4;4;;1;47.71466;47.71466;1968;0
2;017;003;075;01;121213;1;3;2;5;51;2;1;2;5;001011;4;;1;1;5;5;5;3;1;5;1;1;5;5;4;4;4;4;4;;1;33.12514;33.12514;2346;0
2;017;003;097;02;220114;1;2;1;1;35;1;3;1;5;013651;1;2;;1;5;4;1;4;5;4;1;1;5;5;4;4;4;4;4;;1;33.49252;33.49252;3552;0
2;017;003;002;01;151013;1;1;2;1;48;1;2;1;5;016003;1;3;;1;5;5;3;4;1;5;1;1;4;5;2;4;4;4;4;3;1;60.15244;60.15244;1986;0
2;017;003;075;02;121213;1;3;2;6;26;2;6;2;5;017002;4;;1;1;5;5;5;3;1;5;1;1;5;5;4;4;4;4;4;;1;33.49252;33.49252;653;0
2;017;003;097;04;220114;1;2;2;3;07;2;0;5;5;017008;;;;1;5;5;5;2;5;7;1;;5;5;4;4;4;4;4;;1;26.39645;26.39645;582;0
2;017;003;102;04;190214;1;2;1;3;10;2;0;5;5;018003;;;;1;5;5;5;4;4;7;1;;5;5;4;4;4;4;4;;1;29.81558;29.81558;1046;0
2;017;003;097;03;220114;1;2;2;3;13;2;0;5;5;023001;;;;1;5;5;5;2;1;7;1;;5;5;3;4;4;4;4;3;1;27.78411;27.78411;2623;0
2;017;003;102;03;190214;1;2;1;3;17;2;0;5;5;028352;;;;1;5;5;5;4;1;7;1;;5;5;3;4;4;4;4;3;1;31.38299;31.38299;5830;0
2;017;003;102;01;190214;1;2;1;1;42;1;2;1;5;033007;1;3;;1;5;5;1;5;4;6;1;6;5;5;4;4;4;4;4;;1;37.41583;37.41583;6352;0
2;017;003;075;03;121213;1;3;2;2;25;2;2;2;5;006009;4;;3;1;5;5;5;3;1;5;1;1;5;5;2;4;4;4;4;3;1;33.49252;33.49252;2093;0
2;017;004;073;01;180114;1;5;2;1;20;3;0;4;5;006351;4;;3;1;4;5;5;2;1;7;1;;5;4;3;4;4;4;4;3;1;51.49570;51.49570;1597;0
2;017;005;116;01;240114;1;4;2;1;43;1;3;1;5;026001;1;2;;5;5;5;1;1;4;4;1;1;5;5;4;4;4;4;4;;1;60.15244;60.15244;1632;0
2;017;006;007;01;071113;1;3;1;1;69;1;6;7;;;;;;1;5;5;3;3;4;3;1;;5;5;4;4;4;4;4;;1;58.28349;58.28349;0;0
2;017;006;007;02;071113;1;3;2;2;61;1;6;8;;;;;;1;5;5;3;3;4;9;1;;5;5;4;4;4;4;4;;1;66.27672;66.27672;0;0
2;017;006;011;01;010214;1;5;1;1;51;1;5;9;;;;;;1;5;5;5;3;1;3;1;;5;5;1;4;4;4;4;3;1;60.15244;60.15244;0;0
2;017;006;031;02;210214;1;4;2;2;24;1;6;6;;;;;;1;5;5;1;5;5;3;2;;5;5;4;4;4;4;4;;1;71.52866;71.52866;0;0
2;017;006;051;01;141213;1;5;2;5;87;1;3;8;;;;;;1;5;5;3;5;3;9;1;;5;5;4;4;4;4;4;;1;67.07675;67.07675;0;0
2;017;006;055;01;070214;1;4;2;1;83;1;3;7;;;;;;1;5;5;5;4;5;4;2;;5;5;4;4;4;4;4;;1;121.8057;121.8057;0;0
2;017;006;068;01;171213;1;1;1;1;79;1;5;7;;;;;;1;4;5;3;5;2;3;1;;5;5;4;4;4;4;4;;1;58.28349;58.28349;0;0
2;017;006;068;02;171213;1;1;2;2;19;1;5;7;;;;;;1;4;5;5;3;1;4;2;;5;5;4;4;4;4;4;;1;71.52866;71.52866;0;0
2;017;006;070;02;280214;2;4;1;3;00;;;;;;;;;;;;;;;0;;;;;;;;;;;1;73.01191;;0;0
2;017;006;096;01;170114;1;4;2;1;71;1;6;7;;;;;;1;2;5;2;5;2;4;1;;5;5;4;4;4;4;4;;1;41.96008;41.96008;0;0
2;017;006;133;02;280214;1;4;2;2;29;1;6;8;;;;;;2;5;5;1;3;3;4;1;;5;5;4;4;4;4;4;;1;33.49252;33.49252;0;0
2;017;006;133;03;280214;2;4;1;3;04;;;;;;;;;;;;;;;0;;;;;;;;;;;1;28.94603;;0;0
2;017;006;133;04;280214;2;4;1;3;01;;;;;;;;;;;;;;;0;;;;;;;;;;;1;28.94603;;0;0
2;017;006;070;01;280214;1;4;2;1;29;1;6;1;5;013001;1;3;;1;5;5;1;5;5;3;1;1;5;5;4;4;4;4;4;;1;84.47975;84.47975;2582;0
2;017;006;005;01;161113;1;5;1;1;61;1;6;2;5;017002;1;2;;4;5;5;1;5;4;4;1;1;4;5;4;4;4;4;4;;1;47.71466;47.71466;391;0
2;017;006;046;01;271113;1;2;1;1;21;1;0;4;5;017005;3;;3;1;3;5;3;5;4;7;1;;5;5;4;4;4;4;4;;1;51.49570;51.49570;414;0
2;017;006;105;01;220114;1;2;1;1;23;1;0;4;5;017005;4;;3;1;2;5;5;2;2;7;1;;4;5;4;4;4;3;4;;1;51.49570;51.49570;414;0
2;017;006;115;01;250114;1;5;2;1;20;1;0;4;5;017005;4;;3;1;2;5;5;3;3;7;1;;5;5;4;4;4;4;4;;1;51.49570;51.49570;414;0
2;017;006;015;01;051113;1;1;2;1;20;1;0;4;5;017006;3;;2;1;3;5;3;5;3;7;1;;5;5;4;4;4;4;4;;1;51.49570;51.49570;233;0
2;017;006;053;01;031213;1;1;1;1;22;1;0;4;5;017006;4;;3;1;4;5;3;5;3;7;1;;5;5;4;4;4;4;4;;1;51.49570;51.49570;233;0
2;017;006;054;01;031213;1;1;1;1;22;1;0;4;5;017006;4;;3;1;3;5;3;5;3;7;1;;5;5;4;4;4;4;4;;1;51.49570;51.49570;233;0
2;017;006;031;01;210214;1;4;1;1;27;1;4;1;5;019003;1;2;;1;5;5;1;5;5;4;1;1;5;5;4;4;4;4;4;;1;84.47975;84.47975;2329;0
2;017;006;051;02;141213;1;5;2;2;63;1;6;1;5;022152;1;1;;4;5;5;1;5;4;3;1;1;5;5;4;4;4;4;4;;1;26.27582;26.27582;1732;0
2;017;006;020;01;071113;1;3;1;1;22;1;0;4;5;025011;4;;3;1;1;5;5;3;1;7;1;;4;4;3;4;4;4;4;3;1;51.49570;51.49570;3576;0
2;017;006;085;01;140114;1;1;2;1;25;1;0;4;5;025351;4;;3;2;3;5;5;5;1;7;1;;5;5;4;4;4;4;4;;1;60.81958;60.81958;1965;0
2;017;006;133;01;280214;1;4;1;1;35;1;6;1;5;025351;3;;2;1;5;5;2;3;1;3;1;1;2;5;2;4;4;4;4;1;1;33.49252;33.49252;1965;0
2;017;006;051;04;141213;1;5;1;3;21;2;0;4;5;027005;4;;3;4;5;1;5;4;3;7;1;;5;5;4;4;4;4;4;;1;28.35798;28.35798;4735;0
2;017;006;119;01;130214;1;3;1;1;24;1;0;4;5;027005;3;;1;4;5;5;4;3;1;7;1;;5;3;1;4;4;4;4;3;1;71.52866;71.52866;4735;0
2;017;006;099;01;280114;1;1;1;1;30;1;6;1;5;027010;1;3;;4;2;5;1;5;3;3;1;1;5;5;4;4;4;4;4;;1;60.81958;60.81958;5578;0
2;017;006;037;01;221113;1;4;1;1;32;1;0;4;5;028004;1;3;;2;5;5;1;4;4;7;1;;4;5;4;4;4;4;4;;1;60.81958;60.81958;3981;0
2;017;006;051;03;141213;1;5;1;1;62;1;6;1;5;040016;1;3;;4;5;5;1;5;4;3;1;1;5;5;4;4;4;4;4;;1;26.27582;26.27582;7105;0
2;017;006;108;01;290114;1;2;2;1;47;1;2;1;5;057006;1;3;;1;4;5;1;4;3;5;1;6;5;5;4;4;4;4;4;;1;60.15244;60.15244;5360;0
2;017;006;119;02;130214;1;3;2;2;22;1;0;4;5;006003;3;;1;1;5;5;3;5;4;7;1;;5;5;4;4;4;4;4;;1;71.52866;71.52866;1237;0
2;017;007;091;01;250114;1;5;1;1;46;1;2;9;;;;;;3;5;5;5;2;2;6;2;;5;5;1;4;4;4;4;3;1;60.15244;60.15244;0;0
2;017;007;061;01;100114;1;4;2;1;60;1;6;1;5;017002;1;3;;1;5;5;1;3;3;3;1;1;5;5;4;4;4;4;4;;1;47.71466;47.71466;740;0
2;017;007;024;01;061113;1;2;1;1;43;1;6;1;5;023004;4;;3;2;3;1;2;5;3;3;1;1;4;5;4;4;4;4;4;;1;33.12514;33.12514;2747;0
2;017;007;059;01;070114;1;1;2;1;39;1;6;1;5;024001;1;3;;4;5;5;1;5;4;4;1;1;5;5;4;4;4;4;4;;1;60.11206;60.11206;2838;0
2;017;007;095;01;150114;1;2;1;1;26;1;0;4;5;026009;1;3;;4;5;5;1;5;3;7;1;;4;3;4;4;4;4;4;;1;60.81958;60.81958;3532;0
2;017;007;024;03;061113;1;2;2;3;11;2;0;5;5;006001;;;;2;3;5;5;1;3;7;1;;4;5;4;4;4;4;4;;1;27.78411;27.78411;1176;0
2;017;007;024;04;061113;1;2;1;3;09;2;0;5;5;006001;;;;4;3;5;5;1;3;7;1;;4;5;4;4;4;4;4;;1;26.39645;26.39645;1176;0
2;017;007;059;02;070114;1;1;2;3;14;2;0;5;5;006004;;;;3;5;5;5;1;3;7;1;;5;5;4;4;4;4;4;;1;49.86666;49.86666;1582;0
2;017;007;059;03;070114;1;1;2;3;13;2;0;5;5;006004;;;;3;5;5;5;1;3;7;1;;5;5;4;4;4;4;4;;1;49.86666;49.86666;1582;0
2;017;007;024;02;061113;1;2;2;2;42;1;6;2;5;006005;1;3;;2;3;5;1;5;3;4;1;1;4;5;4;4;4;4;4;;1;33.12514;33.12514;932;0
2;017;007;016;01;261113;1;1;1;1;54;1;3;2;5;888888;;;;4;5;5;1;5;5;6;1;6;5;5;4;4;4;4;4;;1;60.15244;60.15244;0;0
2;017;008;014;01;051113;1;1;1;1;38;1;3;6;;;;;;1;4;5;4;4;2;6;1;;4;4;1;4;4;4;4;3;1;33.49252;33.49252;0;0
2;017;008;029;02;290114;1;2;2;2;33;1;2;8;;;;;;1;5;5;2;4;2;5;1;;4;5;4;4;4;4;4;;1;33.49252;33.49252;0;0
2;017;008;029;04;290114;2;2;1;3;01;;;;;;;;;;;;;;;0;;;;;;;;;;;1;28.94603;;0;0
2;017;008;067;01;171213;1;1;1;1;79;1;6;7;;;;;;4;5;5;3;2;3;3;2;;5;5;4;4;4;4;4;;1;58.28349;58.28349;0;0
2;017;008;067;02;171213;1;1;2;2;77;1;6;7;;;;;;1;5;5;2;3;2;3;1;;5;5;4;4;4;4;4;;1;58.28349;58.28349;0;0
2;017;008;082;02;141213;1;5;2;2;35;1;6;8;;;;;;1;4;5;4;3;1;5;1;;5;5;4;4;4;4;4;;1;60.11206;60.11206;0;0
2;017;008;082;03;141213;2;5;1;3;00;;;;;;;;;;;;;;;0;;;;;;;;;;;1;51.95206;;0;0
2;017;008;087;01;220114;1;2;2;1;37;1;5;6;;;;;;2;5;5;1;5;4;4;1;;4;5;4;4;4;4;4;;1;60.81958;60.81958;0;0
2;017;008;090;01;140114;1;1;1;1;60;1;3;9;;;;;;1;5;5;2;4;5;3;1;;5;5;4;4;4;4;4;;1;66.27672;66.27672;0;0
2;017;008;109;01;190314;1;2;2;1;76;1;4;7;;;;;;4;5;5;4;2;5;5;2;;5;5;4;4;4;4;4;;1;41.96008;41.96008;0;0
2;017;008;110;01;210114;1;1;2;1;67;1;6;7;;;;;;2;5;5;2;3;3;3;1;;4;5;4;4;4;4;4;;1;41.96008;41.96008;0;0
2;017;008;114;01;210114;1;1;1;1;77;1;3;7;;;;;;1;5;5;1;5;5;5;1;;5;5;4;4;4;4;4;;1;41.96008;41.96008;0;0
2;017;008;030;01;181213;1;2;1;1;38;1;5;1;5;013010;1;3;;2;5;5;1;5;5;4;1;1;5;5;4;4;4;4;4;;1;60.81958;60.81958;4905;0
2;017;008;050;01;061213;1;4;1;1;57;1;6;1;5;014006;1;1;;2;1;5;1;5;4;4;1;6;5;5;4;4;4;4;4;;1;47.71466;47.71466;2124;0
2;017;008;014;03;051113;1;1;1;3;12;2;0;5;5;015001;;;;1;1;5;5;4;3;7;1;;4;4;1;4;4;4;4;3;1;27.78411;27.78411;1174;0
2;017;008;014;04;051113;1;1;1;3;08;2;0;5;5;017008;;;;1;3;5;5;4;3;7;1;;4;4;4;4;4;4;4;;1;26.39645;26.39645;157;0
2;017;008;029;03;290114;1;2;2;3;05;2;0;5;5;017008;;;;1;5;5;5;2;2;7;1;;4;5;4;4;4;4;4;;1;26.39645;26.39645;157;0
2;017;008;014;02;051113;1;1;2;2;34;1;6;2;4;002005;4;;1;1;1;5;4;4;3;3;1;1;4;4;1;4;4;4;4;3;1;33.49252;33.49252;3106;0
2;017;008;071;01;310114;1;4;2;1;52;1;6;1;5;022152;4;;3;1;5;5;5;5;1;4;1;1;5;4;2;4;4;4;4;3;1;60.15244;60.15244;1831;0
2;017;008;082;01;141213;1;5;1;1;35;1;6;1;5;037009;1;3;;4;5;5;1;5;4;6;1;1;5;5;4;4;4;4;4;;1;60.11206;60.11206;10103;0
2;017;008;029;01;290114;1;2;1;1;36;1;1;1;5;049007;1;2;;4;5;5;1;4;3;6;1;1;4;5;4;4;4;4;4;;1;33.49252;33.49252;6131;0
2;017;008;090;02;140114;1;1;2;2;52;1;3;1;5;005004;1;1;;1;5;5;1;4;5;5;1;1;5;5;4;4;4;4;4;;1;83.55308;83.55308;2133;0
2;017;009;022;01;291113;1;4;1;1;70;1;5;7;;;;;;2;5;5;1;3;4;3;1;;5;5;4;4;4;4;4;;1;41.47196;41.47196;0;0
2;017;009;022;02;291113;1;4;2;2;65;1;6;7;;;;;;3;4;5;1;3;3;5;1;;5;5;4;4;4;4;4;;1;41.47196;41.47196;0;0
2;017;009;025;01;301113;1;5;1;5;74;1;6;7;;;;;;1;5;5;1;4;4;3;1;;5;5;4;4;4;4;4;;1;23.10685;23.10685;0;0
2;017;009;025;02;301113;1;5;2;5;71;1;6;7;;;;;;1;5;5;3;1;4;3;1;;5;5;4;4;4;4;4;;1;23.10685;23.10685;0;0
2;017;009;064;01;080114;1;2;2;1;28;2;2;8;;;;;;1;5;5;5;4;1;5;1;;5;5;3;4;4;4;4;3;1;60.11206;60.11206;0;0
2;017;009;064;02;080114;2;2;1;3;04;;;;;;;;;;;;;;;0;;;;;;;;;;;1;51.95206;;0;0
2;017;009;064;03;080114;2;2;1;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;51.95206;;0;0
2;017;009;072;01;171213;1;1;2;2;77;2;6;7;;;;;;2;5;5;5;5;1;3;1;;5;5;4;4;4;4;4;;1;58.28349;58.28349;0;0
2;017;009;072;02;171213;1;1;1;1;74;1;6;7;;;;;;1;5;5;2;2;3;3;1;;5;5;4;4;4;4;4;;1;58.28349;58.28349;0;0
2;017;009;100;01;210114;1;1;2;1;33;2;6;6;;;;;;1;5;5;5;5;1;4;2;;3;5;2;4;4;2;4;3;1;60.81958;60.81958;0;0
2;017;009;010;02;161013;1;2;1;4;19;2;0;4;5;025351;4;;3;1;2;5;5;1;1;7;1;;5;5;4;4;4;4;4;;1;71.52866;71.52866;2406;0
2;017;009;010;01;161013;1;2;2;1;25;1;0;4;5;025352;4;;3;1;5;5;4;1;1;7;1;;5;5;1;4;4;4;4;3;1;84.47975;84.47975;2755;0
2;017;009;022;03;291113;1;4;2;4;25;1;0;4;5;025352;3;;1;1;1;5;5;3;3;7;1;;4;4;4;4;4;4;4;;1;60.11206;60.11206;2755;0
2;017;009;025;04;301113;1;5;2;2;36;1;6;1;5;035004;1;2;;1;4;5;1;2;4;3;1;1;5;5;4;4;4;4;4;;1;33.49252;33.49252;6139;0
2;017;009;025;03;301113;1;5;1;1;42;1;6;1;5;888888;;;;1;3;5;1;3;3;4;1;1;5;5;4;4;4;4;4;;1;33.12514;33.12514;0;0
2;017;010;006;01;151013;1;1;1;1;73;1;2;7;;;;;;4;5;5;3;5;3;5;2;;4;5;4;4;4;3;4;;1;41.96008;41.96008;0;0
2;017;010;093;01;090114;1;3;2;1;46;1;5;6;;;;;;1;5;5;2;5;1;4;1;;5;2;1;4;4;4;4;3;1;60.15244;60.15244;0;0
2;017;010;098;01;220114;1;2;2;1;61;1;4;7;;;;;;2;5;5;5;5;3;5;1;;5;5;4;4;4;4;4;;1;47.71466;47.71466;0;0
2;017;010;113;02;250314;1;1;2;3;20;1;4;6;;;;;;1;5;5;4;5;1;5;1;;5;5;3;4;4;4;4;3;1;28.35798;28.35798;0;0
2;017;010;121;01;010314;1;5;2;1;44;1;6;1;5;018004;1;3;;2;5;5;1;1;4;4;1;1;5;5;4;4;4;4;4;;1;33.12514;33.12514;391;0
2;017;010;121;03;010314;1;5;2;3;14;2;0;5;5;019001;;;;4;5;5;5;1;1;7;1;;5;4;4;4;4;4;4;;1;27.78411;27.78411;1639;0
2;017;010;121;04;010314;1;5;1;3;13;2;0;5;5;019001;;;;4;5;5;5;1;1;7;1;;5;5;4;4;4;4;4;;1;27.78411;27.78411;1639;0
2;017;010;121;02;010314;1;5;1;3;16;2;0;5;5;019351;;;;3;5;5;5;1;1;7;1;;4;4;4;4;4;4;4;;1;27.78411;27.78411;1389;0
2;017;010;008;02;171013;1;3;2;2;55;1;4;1;5;022151;1;3;;1;5;5;3;2;1;5;1;1;5;5;2;4;4;4;4;3;1;47.15959;47.15959;2611;0
2;017;010;008;01;171013;1;3;1;1;61;1;2;1;5;022152;1;3;;4;5;5;1;4;4;6;1;1;5;5;4;4;4;4;4;;1;47.15959;47.15959;2076;0
2;017;010;008;03;171013;1;3;2;3;25;1;0;3;5;040018;4;;1;4;5;5;1;4;4;7;1;;5;5;4;4;4;4;4;;1;60.11206;60.11206;4252;0
2;017;010;069;01;180114;1;5;1;1;30;1;4;1;5;888888;;;;1;3;5;3;4;2;6;1;1;5;5;4;4;4;4;4;;1;60.81958;60.81958;0;0
2;017;010;113;01;250314;1;1;2;1;47;1;5;1;5;888888;;;;4;5;5;1;5;3;5;1;1;5;5;3;4;4;4;4;3;1;33.12514;33.12514;0;0
2;017;010;113;04;250314;1;1;2;3;08;2;0;5;5;009002;;;;1;5;5;5;1;2;7;1;;5;5;4;4;4;4;4;;1;26.39645;26.39645;4094;0
2;017;010;113;03;250314;1;1;1;3;16;2;0;5;5;009351;;;;1;5;5;5;5;1;7;1;;5;5;3;4;4;4;4;3;1;27.78411;27.78411;3940;0
2;017;012;057;03;131213;1;4;2;3;05;2;0;5;5;013008;;;;4;4;5;5;1;3;7;1;;5;5;4;4;4;4;4;;1;47.37611;47.37611;3625;0
2;017;012;057;01;131213;1;4;2;2;35;1;6;1;5;014003;1;3;;4;4;5;1;3;3;5;1;1;4;5;4;4;4;4;4;;1;60.11206;60.11206;1562;0
2;017;012;065;01;160114;1;3;1;1;44;1;5;1;5;014003;1;3;;2;5;1;2;3;2;5;1;1;4;5;4;4;4;4;4;;1;59.45268;59.45268;1562;0
2;017;012;065;02;160114;1;3;2;2;42;1;4;1;5;003016;4;;1;1;5;5;2;3;1;5;1;1;4;5;2;4;4;4;4;3;1;59.45268;59.45268;2133;0
2;017;012;057;02;131213;1;4;1;1;34;1;2;1;5;032008;1;3;;4;4;5;1;5;4;6;1;1;5;5;4;4;4;4;4;;1;60.11206;60.11206;14372;0
2;017;012;101;02;230114;1;3;1;3;23;1;3;1;5;035005;1;3;;5;5;3;1;2;4;4;1;1;5;5;4;4;4;4;4;;1;71.52866;71.52866;5138;0
2;017;012;065;03;160114;1;3;1;3;15;2;0;5;5;005002;;;;1;5;5;5;3;1;7;1;;4;5;3;4;4;4;4;3;1;49.86666;49.86666;1959;0
2;017;012;101;01;230114;1;3;2;1;55;1;4;1;5;930125;1;3;;5;5;5;1;4;4;4;1;1;5;5;4;4;4;4;4;;1;66.27672;66.27672;49780;0
2;018;001;004;01;141213;1;5;1;1;32;1;6;6;;;;;;1;5;5;1;3;3;2;1;;5;5;4;4;4;4;4;;1;46.58908;46.58908;0;0
2;018;001;004;02;141213;1;5;2;2;27;1;2;6;;;;;;1;5;5;3;2;2;6;1;;5;5;3;4;4;4;4;3;1;46.58908;46.58908;0;0
2;018;001;004;03;141213;2;5;1;3;00;;;;;;;;;;;;;;;0;;;;;;;;;;;1;29.84774;;0;0
2;018;001;012;01;161013;1;2;1;1;30;1;5;6;;;;;;1;1;5;1;4;3;4;1;;4;4;4;4;4;4;4;;1;46.58908;46.58908;0;0
2;018;001;012;02;161013;1;2;2;2;29;1;6;6;;;;;;1;1;5;3;5;3;3;1;;4;5;4;4;4;4;4;;1;46.58908;46.58908;0;0
2;018;001;012;03;161013;2;2;2;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;29.84774;;0;0
2;018;001;022;01;081113;1;4;2;1;73;1;2;7;;;;;;2;5;5;5;2;1;2;2;;5;2;3;4;4;4;4;3;1;78.83370;78.83370;0;0
2;018;001;023;01;051213;1;3;1;1;42;2;2;6;;;;;;1;5;5;5;2;3;6;1;;5;5;4;4;4;4;4;;1;98.81243;98.81243;0;0
2;018;001;023;02;051213;1;3;2;2;28;2;2;8;;;;;;1;5;5;5;2;3;9;1;;5;5;4;4;4;4;4;;1;97.87852;97.87852;0;0
2;018;001;023;04;051213;2;3;1;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;62.70681;;0;0
2;018;001;065;02;181213;1;2;2;2;45;2;3;6;;;;;;1;5;5;5;2;1;5;1;;5;5;4;4;4;4;4;;1;66.58922;66.58922;0;0
2;018;001;068;01;020414;1;2;2;1;40;1;3;8;;;;;;1;5;5;3;5;1;9;1;;5;5;3;4;4;4;4;3;1;98.81243;98.81243;0;0
2;018;001;079;01;020414;1;2;2;1;29;2;5;6;;;;;;1;5;5;5;4;1;4;1;;5;5;3;4;4;4;4;3;1;75.84791;75.84791;0;0
2;018;001;094;02;220114;1;2;2;2;24;2;3;8;;;;;;1;4;5;5;1;1;9;1;;4;4;4;4;4;4;4;;1;149.9660;149.9660;0;0
2;018;001;094;04;220114;2;2;2;3;01;;;;;;;;;;;;;;;0;;;;;;;;;;;1;62.70681;;0;0
2;018;001;129;01;300114;1;3;2;1;94;1;2;7;;;;;;1;5;5;5;4;4;4;1;;5;5;4;4;4;4;4;;1;78.83370;78.83370;0;0
2;018;001;149;01;280214;1;4;1;1;35;1;2;6;;;;;;1;5;5;1;4;4;6;2;;5;5;4;4;4;4;4;;1;46.58908;46.58908;0;0
2;018;001;149;02;280214;1;4;2;2;23;2;2;8;;;;;;1;5;5;5;3;2;5;1;;5;5;4;4;4;4;4;;1;71.38213;71.38213;0;0
2;018;001;149;03;280214;2;4;2;3;03;;;;;;;;;;;;;;;0;;;;;;;;;;;1;29.84774;;0;0
2;018;001;150;01;280214;1;4;1;1;38;1;3;6;;;;;;2;5;5;5;3;4;5;2;;5;5;4;4;4;4;4;;1;75.84791;75.84791;0;0
2;018;001;155;01;020414;1;2;1;1;68;1;5;7;;;;;;1;5;5;2;3;3;3;1;;5;5;4;4;4;4;4;;1;78.83370;78.83370;0;0
2;018;001;158;01;040414;1;4;2;2;68;1;2;7;;;;;;1;5;5;5;1;2;2;1;;5;5;4;4;4;4;4;;1;68.55640;68.55640;0;0
2;018;001;158;02;040414;1;4;1;1;65;1;6;7;;;;;;2;5;5;1;5;2;5;1;;5;5;4;4;4;4;4;;1;68.55640;68.55640;0;0
2;018;001;023;03;051213;1;3;1;3;06;2;0;5;5;018002;;;;1;5;5;5;2;4;7;1;;5;5;4;4;4;4;4;;1;66.97253;66.97253;398;0
2;018;001;068;04;020414;1;2;1;3;10;2;0;5;5;018003;;;;1;5;5;5;5;2;7;1;;5;5;4;4;4;4;4;;1;66.97253;66.97253;371;0
2;018;001;094;03;220114;1;2;1;3;05;2;0;5;5;018003;;;;1;5;5;5;4;4;7;1;;4;4;4;4;4;4;4;;1;66.97253;66.97253;371;0
2;018;001;154;02;020414;1;2;1;5;23;1;0;4;5;019003;1;1;;1;2;5;1;5;1;7;1;;5;5;4;4;4;4;4;;1;101.0613;101.0613;1659;0
2;018;001;154;01;020414;1;2;1;1;24;2;0;4;5;025351;4;;1;1;5;5;5;3;1;7;1;;5;5;4;4;4;4;4;;1;101.0613;101.0613;1915;0
2;018;001;057;01;180114;1;5;1;1;48;1;6;1;5;027010;1;3;;5;5;5;1;4;2;3;1;1;5;5;4;4;4;4;4;;1;76.57162;76.57162;6218;0
2;018;001;089;01;090114;1;3;1;1;53;1;6;1;5;028352;1;3;;3;4;5;1;4;4;3;1;1;5;5;4;4;4;4;4;;1;76.57162;76.57162;6423;0
2;018;001;068;02;020414;1;2;1;3;20;3;0;4;5;033351;4;;1;1;5;5;5;5;1;7;1;;5;5;3;4;4;4;4;3;1;149.9660;149.9660;7874;0
2;018;001;094;01;220114;1;2;1;1;30;1;3;2;5;037021;1;2;;1;4;5;1;5;2;6;1;1;4;4;4;4;4;4;4;;1;97.87852;97.87852;12047;0
2;018;001;065;01;181213;1;2;1;1;50;1;6;2;3;888888;;;;1;3;5;1;4;5;2;1;1;5;5;4;4;4;4;4;;1;66.58922;66.58922;0;0
2;018;001;035;01;211113;1;3;2;1;32;1;5;2;5;009006;4;;1;1;5;5;5;2;1;5;1;1;4;4;1;4;4;4;4;3;1;75.84791;75.84791;3786;0
2;018;001;068;03;020414;1;2;2;3;15;2;0;5;5;009351;;;;1;5;5;5;5;1;7;1;;5;5;3;4;4;4;4;3;1;201.4980;201.4980;3851;0
2;018;002;069;03;210114;2;1;1;3;03;;;;;;;;;;;;;;;0;;;;;;;;;;;1;29.84774;;0;0
2;018;002;091;02;201213;1;4;1;1;26;1;5;6;;;;;;1;1;5;1;4;2;6;1;;5;2;4;4;4;4;4;;1;46.58908;46.58908;0;0
2;018;002;091;03;201213;2;4;2;3;00;;;;;;;;;;;;;;;0;;;;;;;;;;;1;29.84774;;0;0
2;018;002;033;01;091113;1;5;2;1;29;1;5;1;3;119025;1;2;;1;5;5;1;3;2;4;1;1;4;3;4;4;4;4;4;;1;75.84791;75.84791;44633;0
2;018;002;069;02;210114;1;1;2;2;30;1;6;1;5;020004;1;1;;1;5;5;1;4;5;3;1;1;5;5;4;4;4;4;4;;1;46.58908;46.58908;1902;0
