PP1;TIRA;PP2;ECH;PER;DATE;PENQ;JOURDEP;P2;P3;P4;P7;P8;P9;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24A;P11A;P25;P26;PL27;PL28;P12A;P12B;P12C;P12D;P12E;P12F;P1;COE1;COEP;DP13;PFIN
2;001;001;195;01;280314;1;4;1;1;26;1;2;6;;;;;;1;5;5;5;3;2;6;1;;5;5;4;4;4;4;4;;1;60.28323;60.28323;0;0
2;001;001;192;01;010414;1;1;1;1;67;1;3;1;5;001007;3;;1;1;5;5;3;3;3;2;1;5;5;5;4;4;4;4;4;;1;39.93726;39.93726;226;0
2;001;001;192;02;010414;1;1;2;2;63;1;3;1;5;001007;3;;1;1;5;5;3;3;3;2;1;5;5;5;4;4;4;4;4;;1;118.3294;118.3294;226;0
2;001;001;045;01;081113;1;4;1;1;22;1;0;4;4;001008;4;;1;1;5;5;2;2;1;7;1;;5;3;1;4;4;4;4;3;1;46.37829;46.37829;268;0
2;001;001;045;02;081113;1;4;1;4;21;2;0;4;4;001008;4;;1;2;1;5;5;5;2;7;1;;5;5;4;4;4;4;4;;1;46.37829;46.37829;268;0
2;001;001;050;01;211113;1;3;2;1;19;1;0;4;5;001008;3;;1;1;5;5;4;4;4;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;268;0
2;001;001;138;01;130214;1;3;1;1;21;1;0;4;5;001011;4;;1;1;5;5;5;5;2;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;315;0
2;001;001;207;01;010414;1;1;2;1;24;1;0;4;5;001011;4;;1;1;1;5;5;3;1;7;1;;3;3;3;4;4;4;4;3;1;37.46040;37.46040;315;0
2;001;001;090;01;210114;1;1;1;1;27;1;0;4;5;001011;4;;1;1;4;5;2;2;2;7;1;;2;4;4;4;4;4;4;;1;48.69161;48.69161;315;0
2;001;001;026;01;191213;1;3;2;1;22;1;0;4;5;022151;1;3;;1;5;5;1;4;2;7;1;;4;5;4;4;4;4;4;;1;37.46040;37.46040;2076;0
2;001;001;161;01;190314;1;2;1;1;18;1;0;4;5;025352;4;;1;1;2;5;3;3;1;7;1;;1;5;3;4;4;4;4;1;1;37.46040;37.46040;2237;0
2;001;001;049;01;211113;1;3;1;1;20;2;0;4;5;028004;4;;2;1;4;3;5;4;1;7;1;;3;5;4;4;4;4;4;;1;46.37829;46.37829;2118;0
2;001;001;049;02;211113;1;3;1;4;19;1;0;4;5;028004;4;;2;1;3;4;5;4;1;7;1;;3;5;4;4;4;4;4;;1;46.37829;46.37829;2118;0
2;001;001;195;02;280314;1;4;2;2;24;1;4;2;5;007001;4;;1;1;5;5;5;4;2;5;1;5;5;5;3;4;4;4;4;3;1;46.37829;46.37829;407;0
2;001;001;192;03;010414;1;1;1;5;19;2;0;5;5;009351;4;;1;1;5;5;5;3;3;7;1;;5;5;4;4;4;4;4;;1;61.30336;61.30336;1262;0
2;001;002;176;01;250214;1;1;1;1;61;1;3;9;;;;;;1;5;5;5;4;1;6;2;;4;4;3;4;4;4;4;3;1;72.30705;72.30705;0;0
2;001;002;103;01;140114;1;1;2;1;70;1;5;7;;;;;;1;5;5;5;3;3;4;1;;3;5;4;4;4;4;4;;1;24.40430;24.40430;0;0
2;001;002;036;01;181013;1;4;2;1;21;1;0;4;4;025352;4;;3;1;5;5;5;5;1;7;1;;5;5;4;4;4;4;4;;1;46.37829;46.37829;2260;0
2;001;002;036;02;181013;1;4;2;4;20;1;0;4;4;025352;4;;3;1;5;5;5;5;1;7;1;;5;5;3;4;4;4;4;3;1;46.37829;46.37829;2260;0
2;001;002;093;01;160114;1;3;1;1;29;1;6;2;5;030001;4;;3;1;5;5;5;2;2;4;1;5;4;4;4;4;4;4;4;;1;48.69161;48.69161;3188;0
2;001;002;135;01;010214;1;5;2;1;55;2;6;1;5;007006;4;;3;1;1;5;5;3;2;3;1;1;5;4;1;4;4;4;4;3;1;89.52061;89.52061;771;0
2;001;002;135;02;010214;1;5;2;3;18;2;0;5;5;009352;4;;3;1;5;5;5;4;3;7;1;;5;4;4;4;4;4;4;;1;46.37829;46.37829;538;0
2;001;003;136;01;120214;1;2;1;1;69;1;6;7;;;;;;1;5;5;4;4;3;4;1;;5;5;4;4;4;4;4;;1;30.21404;30.21404;0;0
2;001;003;136;02;120214;1;2;2;2;69;1;6;7;;;;;;;;;;;;4;1;;;;4;4;4;4;4;;2;30.21404;30.21404;0;0
2;001;003;003;01;171013;1;3;2;1;83;1;2;7;;;;;;1;5;5;2;3;3;2;1;;4;5;4;4;4;4;4;;1;29.92173;29.92173;0;0
2;001;003;055;01;180214;1;1;1;1;31;2;5;6;;;;;;1;4;3;5;2;2;5;1;;3;4;4;4;4;4;4;;1;48.69161;48.69161;0;0
2;001;003;100;01;080114;1;2;2;1;54;1;6;1;5;001001;3;;1;1;5;5;3;2;4;3;1;1;5;4;4;4;4;4;4;;1;33.12573;33.12573;151;0
2;001;003;035;02;211113;1;3;1;1;33;2;6;2;5;014001;4;;1;1;3;5;5;3;2;3;1;1;3;4;4;4;4;4;4;;1;60.28323;60.28323;1446;0
2;001;003;156;01;150214;1;5;2;1;21;2;0;4;4;025352;4;;1;1;3;5;5;2;1;7;1;;3;3;3;4;4;4;4;3;1;37.46040;37.46040;2388;0
2;001;003;178;01;210314;1;4;2;1;19;2;0;4;5;025352;4;;1;1;4;5;5;4;1;7;1;;3;2;3;4;4;4;4;3;1;37.46040;37.46040;2388;0
2;001;003;040;01;051113;1;1;1;1;19;2;0;4;5;025352;4;;1;1;5;3;5;5;2;7;1;;4;4;4;4;4;4;4;;1;37.46040;37.46040;2388;0
2;001;003;047;01;131113;1;2;2;1;24;1;0;3;5;025352;3;;1;1;5;5;4;5;1;7;1;;5;5;3;4;4;4;4;3;1;37.46040;37.46040;2388;0
2;001;003;034;01;280314;1;4;2;1;24;2;0;4;5;006351;4;;2;1;1;5;5;5;3;7;1;;4;4;4;4;4;4;4;;1;37.46040;37.46040;1773;0
2;001;003;035;01;211113;1;3;2;2;40;1;6;2;5;888888;;;;1;5;5;5;3;1;4;1;6;2;4;4;4;4;4;4;;1;41.01171;41.01171;0;0
2;001;004;016;01;271113;1;2;1;1;43;1;6;8;;;;;;1;5;5;2;2;4;3;1;;2;5;4;4;4;4;4;;1;34.63548;34.63548;0;0
2;001;004;016;02;271113;1;2;2;2;40;1;4;8;;;;;;1;5;5;2;2;4;3;1;;4;5;4;4;4;4;4;;1;34.63548;34.63548;0;0
2;001;004;019;01;161113;1;5;2;1;61;1;6;7;;;;;;3;5;5;3;3;5;4;2;;5;5;4;4;4;4;4;;1;72.30705;72.30705;0;0
2;001;004;024;01;201113;1;2;2;2;50;2;2;9;;;;;;2;5;5;5;5;4;5;2;;4;4;4;4;4;4;4;;1;41.01171;41.01171;0;0
2;001;004;024;02;201113;1;2;1;1;48;2;2;9;;;;;;2;2;5;5;5;4;6;1;;4;4;4;4;4;4;4;;1;41.01171;41.01171;0;0
2;001;004;074;01;060214;1;3;2;1;69;1;6;7;;;;;;1;5;5;2;4;4;4;1;;5;5;4;4;4;4;4;;1;24.40430;24.40430;0;0
2;001;004;016;05;271113;1;2;2;3;09;2;0;5;5;001006;;;;1;5;5;5;2;4;7;1;;4;5;4;4;4;4;4;;1;27.01799;27.01799;172;0
2;001;004;077;03;201213;1;4;1;3;08;2;0;5;5;001006;;;;1;3;5;5;3;5;7;1;;5;5;4;4;4;4;4;;1;42.28723;42.28723;172;0
2;001;004;037;01;301113;1;5;1;1;23;1;0;4;5;001008;4;;1;1;4;5;4;2;2;7;1;;4;5;4;4;4;4;4;;1;37.46040;37.46040;366;0
2;001;004;012;01;231113;1;5;2;1;19;1;0;4;5;001011;1;1;;1;4;5;5;4;4;7;1;;3;5;4;4;4;4;4;;1;37.46040;37.46040;489;0
2;001;004;089;01;110214;1;1;2;1;19;2;0;4;4;025352;4;;1;1;4;5;5;4;1;7;1;;5;4;3;4;4;4;4;3;1;37.46040;37.46040;2293;0
2;001;004;016;04;271113;1;2;2;3;14;2;0;5;5;007003;;;;1;5;5;5;2;4;7;1;;4;5;4;4;4;4;1;;1;25.59804;25.59804;723;0
2;001;004;080;01;180214;1;1;1;1;52;1;6;1;5;900095;3;;2;1;5;5;2;3;4;3;1;6;3;5;4;4;4;4;4;;1;33.12573;33.12573;606205;0
2;001;004;016;03;271113;1;2;1;3;17;2;0;5;5;009352;;;;1;2;5;5;2;4;7;1;;4;4;4;4;4;4;4;;1;25.59804;25.59804;877;0
2;001;004;077;01;201213;1;4;2;1;46;1;6;1;5;009352;3;;2;1;1;5;3;5;3;4;1;5;5;5;4;4;4;4;4;;1;54.20974;54.20974;877;0
2;001;004;077;02;201213;1;4;2;3;14;2;0;5;5;009352;;;;1;3;5;5;3;3;7;1;;5;5;4;4;4;4;4;;1;40.06479;40.06479;877;0
2;001;005;117;01;070214;1;4;1;1;67;1;6;7;;;;;;1;5;5;3;5;2;3;1;;5;4;4;4;4;4;4;;1;24.40430;24.40430;0;0
2;001;005;143;01;190214;1;2;2;1;75;1;2;2;2;;;;;1;5;5;2;4;2;4;1;5;4;5;3;4;4;4;4;3;1;30.21404;30.21404;0;0
2;001;005;143;02;190214;1;2;1;2;65;1;2;7;;;;;;1;5;2;5;2;2;4;1;;4;5;3;4;4;4;4;3;1;30.21404;30.21404;0;0
2;001;005;148;01;210214;1;4;1;1;87;1;6;7;;;;;;1;5;5;2;2;5;3;2;;5;5;4;4;4;4;4;;1;37.04496;37.04496;0;0
2;001;005;148;02;210214;1;4;2;2;83;1;6;7;;;;;;1;5;5;2;2;5;3;1;;5;5;4;4;4;4;4;;1;37.04496;37.04496;0;0
2;001;005;185;01;250314;1;1;2;1;24;1;6;6;;;;;;1;5;5;5;5;1;4;1;;5;4;3;4;4;4;4;3;1;37.46040;37.46040;0;0
2;001;005;013;01;041213;1;2;2;1;85;1;6;7;;;;;;1;5;5;5;4;4;3;1;;5;5;4;4;4;4;4;;1;29.92173;29.92173;0;0
2;001;005;015;01;281113;1;3;1;1;25;2;4;6;;;;;;1;1;5;5;2;4;6;1;;4;4;4;4;4;4;4;;1;48.69161;48.69161;0;0
2;001;005;028;03;221113;2;4;2;3;03;;;;;;;;;;;;;;;0;;;;;;;;;;;1;54.95576;;0;0
2;001;005;051;01;141113;1;3;1;1;46;1;6;6;;;;;;1;5;5;5;5;4;3;1;;3;5;4;4;4;4;4;;1;33.12573;33.12573;0;0
2;001;005;069;01;041213;1;2;1;1;52;1;5;6;;;;;;2;5;5;5;4;2;4;2;;5;5;3;4;4;4;4;3;1;33.12573;33.12573;0;0
2;001;005;071;01;250314;1;1;1;1;48;1;6;6;;;;;;1;5;5;5;5;3;4;1;;5;4;4;4;4;4;4;;1;33.12573;33.12573;0;0
2;001;005;085;03;140114;2;1;2;3;02;;;;;;;;;;;;;;;0;;;;;;;;;;;1;35.11212;;0;0
2;001;005;085;04;140114;2;1;1;3;00;;;;;;;;;;;;;;;0;;;;;;;;;;;1;35.11212;;0;0
2;001;005;157;01;210214;1;4;1;1;25;1;0;3;5;001008;3;;1;1;4;5;2;5;1;7;1;;4;5;3;4;4;4;4;3;1;48.69161;48.69161;648;0
2;001;005;072;01;180214;1;1;2;1;28;2;0;4;5;001008;4;;1;1;2;5;5;4;4;7;1;;5;5;4;4;4;4;4;;1;48.69161;48.69161;648;0
2;001;005;109;01;290114;1;2;2;1;24;2;0;4;5;001008;4;;1;1;5;5;5;3;3;7;1;;3;5;4;4;4;4;4;;1;37.46040;37.46040;648;0
2;001;005;179;01;250314;1;1;1;1;23;1;0;4;5;001011;4;;1;1;5;5;5;2;1;7;1;;2;2;4;4;4;4;4;;1;46.37829;46.37829;656;0
2;001;005;179;02;250314;1;1;1;4;22;1;0;4;5;001011;4;;1;1;5;5;5;3;1;7;1;;2;2;4;4;4;4;4;;1;46.37829;46.37829;656;0
2;001;005;067;01;281113;1;3;2;1;24;1;3;2;5;200012;1;1;;1;1;5;2;5;1;5;1;5;5;5;4;4;4;4;4;;1;37.46040;37.46040;45263;0
2;001;005;063;02;111213;1;2;1;4;26;2;6;1;5;025351;4;;1;1;5;5;5;2;1;5;1;1;4;4;2;4;4;4;4;3;1;60.28323;60.28323;2833;0
2;001;005;032;01;120214;1;2;1;1;21;1;0;4;5;025352;3;;3;1;2;5;2;4;2;7;1;;5;4;4;4;4;4;4;;1;37.46040;37.46040;2611;0
2;001;005;043;01;051113;1;1;1;1;22;1;0;4;5;025352;4;;3;1;5;5;5;5;1;7;1;;3;5;4;4;4;4;4;;1;46.37829;46.37829;2611;0
2;001;005;043;02;051113;1;1;1;4;20;1;0;4;5;025352;4;;3;1;5;5;5;5;1;7;1;;5;4;3;4;4;4;4;3;1;46.37829;46.37829;2611;0
2;001;005;108;01;240114;1;4;1;1;22;1;0;4;5;025352;4;;3;1;5;5;5;5;1;7;1;;2;5;4;4;4;4;4;;1;37.46040;37.46040;2611;0
2;001;005;085;02;140114;1;1;2;2;30;1;6;1;5;027010;1;1;;1;5;5;1;5;5;3;1;6;5;5;4;4;4;4;4;;1;50.91079;50.91079;3854;0
2;001;005;085;01;140114;1;1;1;1;40;1;6;1;5;028004;1;2;;1;4;5;1;5;5;3;1;1;5;5;4;4;4;4;4;;1;34.63548;34.63548;1995;0
2;001;005;202;01;290314;1;5;1;1;43;1;5;1;5;028008;3;;1;1;1;5;3;3;3;3;1;1;3;3;4;4;4;4;4;;1;33.12573;33.12573;3085;0
2;001;005;087;04;080114;1;2;1;3;07;2;0;5;5;003012;;;;1;5;5;5;4;1;7;1;;4;5;3;4;4;4;4;3;1;27.01799;27.01799;216;0
2;001;005;087;05;080114;1;2;2;3;06;2;0;5;5;003012;;;;1;5;5;5;4;1;7;1;;4;5;3;4;4;4;4;3;1;27.01799;27.01799;216;0
2;001;005;087;03;080114;1;2;1;3;12;2;0;5;5;007003;;;;1;5;5;5;4;1;7;1;;4;4;3;4;4;4;4;3;1;25.59804;25.59804;960;0
2;001;005;114;01;300114;1;3;2;1;20;1;0;3;5;888888;;;;1;5;5;1;5;5;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;0;0
2;001;005;028;01;221113;1;4;2;2;39;1;6;2;3;888888;;;;1;5;5;2;2;3;3;1;1;4;5;4;4;4;4;4;;1;79.68306;79.68306;0;0
2;001;005;028;02;221113;1;4;1;1;33;1;6;2;3;888888;;;;1;5;5;2;2;3;3;1;6;4;5;4;4;4;4;4;;1;79.68306;79.68306;0;0
2;001;005;063;01;111213;1;2;2;1;29;1;6;1;5;888888;;;;1;5;5;3;2;2;4;1;5;4;2;3;4;4;4;4;3;1;60.28323;60.28323;0;0
2;001;005;087;01;080114;1;2;2;1;38;2;4;2;5;888888;;;;1;5;5;5;4;1;6;1;1;3;4;3;4;4;4;4;3;1;50.91079;50.91079;0;0
2;001;005;087;02;080114;1;2;1;3;15;2;0;5;5;009351;;;;1;5;5;5;4;1;7;1;;4;4;3;4;4;4;4;3;1;25.59804;25.59804;1315;0
2;001;006;152;01;190214;1;2;1;1;51;1;5;6;;;;;;1;2;5;5;4;1;5;2;;5;5;3;4;4;4;4;3;1;41.01171;41.01171;0;0
2;001;006;152;02;190214;1;2;2;3;24;1;6;6;;;;;;1;2;5;5;4;1;5;1;;5;5;3;4;4;4;4;3;1;46.37829;46.37829;0;0
2;001;006;177;01;260214;1;2;2;2;37;2;5;6;;;;;;1;5;5;5;5;3;4;2;;5;4;4;4;4;4;4;;1;60.28323;60.28323;0;0
2;001;006;177;02;260214;1;2;1;1;29;2;5;6;;;;;;1;5;2;5;5;3;4;1;;5;4;4;4;4;4;4;;1;60.28323;60.28323;0;0
2;001;006;002;01;061213;1;4;1;1;42;2;6;1;5;001005;4;;1;1;5;5;5;5;4;4;1;1;4;5;4;4;4;4;4;;1;33.12573;33.12573;163;0
2;001;006;031;01;201113;1;2;2;1;18;3;0;4;3;001008;4;;1;1;4;5;2;2;2;7;1;;4;3;4;4;4;4;4;;1;37.46040;37.46040;511;0
2;001;006;011;01;231113;1;5;2;1;21;1;0;4;5;001011;1;1;;1;5;5;5;4;3;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;570;0
2;001;006;039;01;151013;1;1;2;1;22;1;0;4;5;001011;4;;1;1;5;5;5;5;4;7;1;;5;4;4;4;4;4;4;;1;37.46040;37.46040;570;0
2;001;006;006;01;071113;1;3;2;1;21;1;0;3;5;002004;4;;1;1;5;5;4;3;2;7;1;;4;5;2;4;4;4;4;3;1;37.46040;37.46040;311;0
2;001;006;014;01;190214;1;2;2;1;53;2;2;2;5;023005;4;;3;1;5;5;5;3;1;5;1;1;5;5;2;4;4;4;4;3;1;33.12573;33.12573;4788;0
2;001;006;128;01;040214;1;1;2;1;24;2;0;4;5;025352;4;;3;1;5;5;5;5;1;7;1;;5;5;3;4;4;4;4;3;1;37.46040;37.46040;2461;0
2;001;006;065;01;131213;1;4;1;1;23;1;6;1;5;028011;4;;2;1;4;5;2;4;1;3;1;1;4;4;2;4;4;4;4;3;1;37.46040;37.46040;3505;0
2;001;007;131;01;070214;1;4;1;1;65;1;4;6;;;;;;1;5;5;5;4;1;6;1;;5;3;4;4;4;4;4;;1;24.40430;24.40430;0;0
2;001;007;041;01;201113;1;2;2;1;41;1;4;1;5;001007;4;;1;1;5;5;2;2;4;3;1;1;5;5;4;4;4;4;4;;1;41.01171;41.01171;53;0
2;001;007;112;03;300114;1;3;1;3;13;2;0;5;5;005001;;;;1;2;5;5;2;4;7;1;;5;5;4;4;4;4;4;;1;25.59804;25.59804;335;0
2;001;007;112;04;300114;1;3;1;3;09;2;0;5;5;005001;;;;1;5;5;5;2;5;7;1;;5;5;4;4;4;4;4;;1;27.01799;27.01799;335;0
2;001;007;041;02;201113;1;2;2;3;12;2;0;5;5;005001;;;;1;4;5;5;2;4;7;1;;5;5;4;4;4;4;4;;1;30.31052;30.31052;335;0
2;001;007;112;02;300114;1;3;1;3;15;2;0;5;5;005002;;;;1;2;5;5;2;5;7;1;;5;5;4;4;4;4;4;;1;25.59804;25.59804;503;0
2;001;007;112;01;300114;1;3;2;1;52;1;6;1;5;065001;4;;2;1;5;5;1;5;2;3;1;1;5;2;3;4;4;4;4;3;1;34.63548;34.63548;26499;0
2;001;008;048;01;091113;1;5;2;1;18;2;0;4;5;001008;4;;1;1;5;5;5;3;2;7;1;;3;5;4;4;4;3;4;;1;37.46040;37.46040;114;0
2;001;008;199;01;010414;1;1;2;1;23;1;0;4;5;001011;4;;1;1;1;5;4;3;4;7;1;;4;4;4;4;4;4;4;;1;37.46040;37.46040;259;0
2;001;008;081;01;070214;1;4;1;1;24;1;0;4;5;001011;3;;1;1;2;2;4;5;3;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;259;0
2;001;008;001;01;301113;1;5;1;1;36;2;6;1;3;200002;4;;2;1;3;5;5;3;1;3;1;6;1;5;2;4;4;2;4;1;1;60.28323;60.28323;46811;0
2;001;008;001;02;301113;1;5;1;6;32;1;6;1;5;200016;3;;2;1;3;5;3;5;1;3;1;1;1;5;2;4;4;2;4;1;1;60.28323;60.28323;42663;0
2;001;008;029;01;201113;1;2;1;1;20;2;0;4;4;025351;4;;1;1;5;5;5;4;1;7;1;;5;5;3;4;4;4;4;3;1;37.46040;37.46040;2231;0
2;001;008;201;01;260314;1;2;1;1;23;1;0;4;5;025352;4;;1;1;4;5;5;4;1;7;1;;5;5;3;4;4;4;4;3;1;46.37829;46.37829;1969;0
2;001;008;201;02;260314;1;2;2;4;19;2;0;4;5;025352;4;;1;1;4;5;5;3;1;7;1;;5;5;3;4;4;4;4;3;1;46.37829;46.37829;1969;0
2;001;009;116;01;230114;1;3;2;1;67;1;5;7;;;;;;1;5;5;5;5;2;3;1;;3;3;4;4;4;4;4;;1;24.40430;24.40430;0;0
2;001;009;062;01;210114;1;1;1;1;22;2;4;6;;;;;;1;5;5;5;2;2;8;1;;3;5;4;4;4;4;4;;1;46.37829;46.37829;0;0
2;001;009;091;01;160114;1;3;1;1;30;2;2;6;;;;;;1;5;2;5;2;2;5;1;;4;5;4;4;4;4;4;;1;60.28323;60.28323;0;0
2;001;009;056;02;070114;1;1;1;4;26;2;5;1;5;001001;4;;1;1;5;5;5;3;3;6;1;5;4;5;4;4;4;4;4;;1;60.28323;60.28323;130;0
2;001;009;120;01;290114;1;2;2;1;18;2;0;4;5;001011;4;;1;1;5;5;5;5;2;7;1;;2;5;3;4;4;3;4;3;1;37.46040;37.46040;201;0
2;001;009;091;02;160114;1;3;2;3;08;2;0;5;5;013001;;;;1;4;5;5;2;2;7;1;;4;5;4;4;4;4;4;;1;31.99188;31.99188;2243;0
2;001;009;204;01;250314;1;1;1;1;26;1;0;4;5;025351;4;;1;1;5;5;4;3;1;7;1;;2;3;3;4;4;4;4;3;1;48.69161;48.69161;2399;0
2;001;009;164;01;180214;1;1;2;1;19;2;0;4;5;025352;4;;3;1;4;5;5;4;1;7;1;;5;5;3;4;4;4;4;3;1;37.46040;37.46040;2128;0
2;001;009;062;02;210114;1;1;2;2;22;2;0;4;5;025352;4;;3;1;5;5;5;3;1;7;1;;3;4;3;3;3;4;3;2;1;46.37829;46.37829;2128;0
2;001;009;095;01;100114;1;4;1;1;20;2;0;4;5;025352;4;;1;1;2;5;5;2;1;7;1;;4;4;3;4;4;4;4;3;1;37.46040;37.46040;2128;0
2;001;009;191;01;020414;1;2;1;1;22;2;0;4;5;028004;4;;1;1;4;5;5;4;2;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;2136;0
2;001;009;105;01;150114;1;2;1;1;23;1;5;2;5;028010;4;;2;1;1;5;3;2;3;5;1;1;5;5;4;4;4;4;4;;1;37.46040;37.46040;2435;0
2;001;009;056;01;070114;1;1;2;1;27;1;5;2;5;007001;3;;1;1;5;5;3;4;4;5;1;5;4;5;4;4;4;4;4;;1;60.28323;60.28323;322;0
2;001;010;133;02;310114;1;4;2;2;25;1;6;2;2;;;;;1;2;5;2;5;1;5;1;1;5;5;1;4;4;4;4;3;1;60.28323;60.28323;0;0
2;001;010;144;01;200214;1;3;1;1;27;1;0;4;1;;;;;1;5;5;4;4;3;7;2;;4;5;3;4;4;4;4;3;1;60.28323;60.28323;0;0
2;001;010;008;01;041213;1;2;2;1;80;1;6;7;;;;;;1;5;5;2;5;2;4;1;;5;5;4;4;4;4;4;;1;29.92173;29.92173;0;0
2;001;010;046;02;081113;1;4;2;4;28;1;5;6;;;;;;1;5;5;2;5;1;8;1;;5;5;2;4;3;4;4;3;1;60.28323;60.28323;0;0
2;001;010;059;03;170114;2;4;1;3;00;;;;;;;;;;;;;;;0;;;;;;;;;;;1;54.95576;;0;0
2;001;010;030;01;301113;1;5;2;1;22;1;0;4;5;001011;4;;1;1;4;5;4;4;4;7;1;;3;5;4;4;4;4;4;;1;37.46040;37.46040;112;0
2;001;010;059;01;170114;1;4;2;2;37;2;6;1;5;001011;4;;1;1;4;5;5;4;2;3;1;6;4;4;4;4;4;4;4;;1;79.68306;79.68306;112;0
2;001;010;102;01;140114;1;1;1;1;19;1;0;4;5;001011;4;;1;1;3;5;5;3;2;7;1;;5;5;3;4;4;4;4;3;1;37.46040;37.46040;112;0
2;001;010;110;01;120214;1;2;2;1;20;2;0;4;5;001011;4;;1;1;4;5;5;4;1;7;1;;4;4;3;4;4;4;4;3;1;37.46040;37.46040;112;0
2;001;010;059;02;170114;1;4;1;1;35;1;6;1;3;019003;4;;1;1;1;5;4;4;2;3;1;4;4;3;4;4;4;4;4;;1;79.68306;79.68306;4401;0
2;001;010;064;02;260314;1;2;1;4;23;1;0;4;4;022009;4;;3;1;5;5;5;3;4;7;2;;5;5;4;4;4;4;4;;1;46.37829;46.37829;3154;0
2;001;010;064;01;260314;1;2;1;1;23;1;0;4;4;025008;4;;3;1;1;5;5;5;1;7;1;;5;5;3;4;4;4;3;3;1;46.37829;46.37829;3707;0
2;001;010;209;01;020414;1;2;1;1;25;1;0;4;5;025351;4;;1;1;5;5;4;3;4;7;1;;4;4;4;4;4;4;4;;1;48.69161;48.69161;2483;0
2;001;010;122;01;290114;1;2;1;1;34;2;0;4;5;025352;4;;1;2;1;5;5;3;2;7;1;;5;5;4;4;4;4;4;;1;48.69161;48.69161;2173;0
2;001;010;133;01;310114;1;4;1;1;25;2;0;4;5;025352;4;;1;1;5;5;5;4;1;7;1;;5;5;4;4;4;4;4;;1;60.28323;60.28323;2173;0
2;001;010;144;02;200214;1;3;2;2;21;1;0;4;5;025352;4;;1;1;5;5;5;4;1;7;1;;4;5;3;4;4;4;4;3;1;46.37829;46.37829;2173;0
2;001;010;166;01;180214;1;1;2;1;19;1;0;4;5;025352;4;;3;1;5;5;5;4;1;7;1;;5;4;3;4;4;4;4;3;1;37.46040;37.46040;2173;0
2;001;010;124;01;110214;1;1;1;1;23;1;0;4;5;003006;4;;1;1;5;5;5;5;2;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;782;0
2;001;010;046;01;081113;1;4;1;1;48;1;3;2;5;888888;;;;1;3;5;5;3;1;2;1;5;3;4;2;4;4;2;4;3;1;41.01171;41.01171;0;0
2;001;011;206;01;250314;1;1;2;1;40;1;4;6;;;;;;1;1;5;1;4;3;5;1;;3;3;4;4;4;4;4;;1;41.01171;41.01171;0;0
2;001;011;042;01;261113;1;1;1;1;49;1;4;6;;;;;;2;5;2;5;5;5;6;1;;5;5;4;4;4;4;4;;1;33.12573;33.12573;0;0
2;001;011;092;01;150114;1;2;1;1;52;2;6;6;;;;;;1;5;5;5;4;1;4;1;;5;5;3;4;4;4;4;3;1;33.12573;33.12573;0;0
2;001;011;111;01;180214;1;1;1;1;20;1;0;4;5;001008;3;;1;1;4;4;2;3;2;7;1;;4;5;4;4;4;4;4;;1;37.46040;37.46040;259;0
2;001;011;009;01;131113;1;2;1;1;19;1;0;4;5;001008;4;;1;1;5;5;5;5;4;7;1;;5;5;4;4;4;4;4;;1;37.46040;37.46040;259;0
2;001;011;106;01;180214;1;1;2;1;21;1;0;4;5;001008;4;;1;1;4;5;2;2;1;7;1;;4;4;3;4;4;3;4;1;1;37.46040;37.46040;259;0
2;001;011;198;01;290314;1;5;1;1;21;1;0;4;5;001011;4;;1;1;3;5;3;3;1;7;1;;3;3;3;4;4;4;4;3;1;37.46040;37.46040;102;0
2;001;011;197;01;260314;1;2;1;1;26;1;0;4;3;017005;4;;3;1;1;5;4;3;2;7;1;;5;4;3;4;4;4;4;3;1;60.28323;60.28323;1869;0
2;001;011;196;01;220314;1;5;1;1;50;2;6;2;5;019003;4;;2;1;5;5;5;5;1;4;1;1;5;5;3;4;4;4;4;3;1;33.12573;33.12573;4383;0
2;001;011;165;01;190214;1;2;1;1;24;1;4;2;5;002005;4;;1;1;5;1;5;5;1;6;1;1;5;5;4;4;4;4;4;;1;37.46040;37.46040;708;0
2;001;011;140;01;150214;1;5;1;1;19;1;0;4;5;022009;4;;2;1;4;5;5;5;1;7;1;;5;5;3;4;4;4;4;3;1;37.46040;37.46040;3060;0
2;001;011;203;01;010414;1;1;2;1;27;1;6;1;5;023003;1;1;;1;4;4;1;3;4;2;1;1;3;4;4;4;4;4;4;;1;48.69161;48.69161;4011;0
2;001;011;149;01;260214;1;2;2;1;23;1;0;3;5;023005;4;;3;1;5;5;4;2;1;7;1;;5;5;3;4;4;4;4;3;1;37.46040;37.46040;4627;0
2;001;011;107;01;250114;1;5;2;1;32;1;6;1;4;025011;4;;3;1;4;5;4;2;1;3;1;1;4;4;2;4;4;4;4;3;1;48.69161;48.69161;3784;0
2;001;011;205;01;250314;1;1;2;1;19;2;0;4;5;025352;4;;1;1;1;5;5;3;1;7;1;;3;2;3;4;4;4;4;3;1;37.46040;37.46040;2067;0
