MP1;TIRA;MP3;ECH;M5;M6;M8A;M9A;M10A;M8B;M9B;M10B;M8C;M9C;M10C;M8D;M9D;M10D;M14;M20;COE0;ZFET;MFIN
1;043;001;090;1;2;1;2010;13;3;2009;09;;;;;;;0;03;54.51179;;0
1;043;002;091;1;1;3;2003;06;;;;;;;;;;0;01;40.86055;;0
1;043;001;092;1;2;3;1994;07;3;2004;07;;;;;;;0;00;53.17781;;0
1;043;002;094;1;1;1;2013;03;;;;;;;;;;0;05;60.77499;;0
1;043;001;095;1;2;1;2006;08;3;2010;09;;;;;;;0;02;40.86055;;0
1;043;003;100;1;1;1;1999;06;;;;;;;;;;0;01;40.86055;;0
1;043;005;101;1;1;3;2009;08;;;;;;;;;;0;03;53.17781;;0
1;043;003;103;1;1;1;1998;04;;;;;;;;;;0;00;40.86055;;0
1;043;004;104;1;2;3;2007;06;1;2001;05;;;;;;;1;05;60.77499;;0
1;043;003;108;1;2;1;2007;09;3;2004;04;;;;;;;0;04;54.51179;;0
1;043;001;109;2;0;;;;;;;;;;;;;0;00;40.86055;;0
1;043;001;110;1;1;1;1993;06;;;;;;;;;;0;01;40.86055;;0
1;043;004;111;2;1;1;2008;04;;;;;;;;;;0;03;40.86055;;0
1;043;003;112;1;1;1;2005;06;;;;;;;;;;0;02;40.86055;;0
1;043;001;114;1;2;3;2008;05;3;2000;05;;;;;;;0;02;60.77499;;0
1;043;004;115;2;1;3;2002;04;;;;;;;;;;0;00;40.86055;;0
1;043;001;116;1;4;3;1997;07;3;2004;07;3;2010;05;3;2010;06;0;05;29.41269;;0
1;043;002;122;2;2;3;1984;05;1;1985;07;;;;;;;0;00;53.17781;;0
1;043;003;125;1;1;3;2012;06;;;;;;;;;;0;02;60.77499;;0
1;043;004;126;1;1;3;2003;07;;;;;;;;;;1;02;53.17781;;0
1;043;003;127;1;1;3;2011;05;;;;;;;;;;0;00;40.86055;;0
1;043;003;130;1;2;3;2013;11;1;2012;08;;;;;;;0;06;60.77499;;0
1;043;001;133;1;2;3;2007;12;3;2008;11;;;;;;;0;03;53.17781;;0
1;044;003;002;1;1;3;2008;07;;;;;;;;;;0;02;26.00500;;0
1;044;003;003;1;1;1;1997;04;;;;;;;;;;0;00;31.35190;;0
1;044;003;005;2;1;3;1990;07;;;;;;;;;;0;01;31.35190;;0
1;044;005;008;1;2;3;2009;05;3;1999;04;;;;;;;0;01;26.00500;;0
1;044;007;010;1;2;1;2001;05;1;1983;12;;;;;;;0;01;26.00500;;0
1;044;004;012;1;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;003;021;1;2;1;2002;06;1;1993;05;;;;;;;0;01;26.00500;;0
1;044;001;022;1;2;3;1983;04;3;1999;07;;;;;;;0;03;31.35190;;0
1;044;004;025;1;2;1;1995;05;2;1984;04;;;;;;;1;03;49.36726;;0
1;044;006;026;2;1;3;2012;06;;;;;;;;;;0;01;26.00500;;0
1;044;004;027;2;1;3;2003;06;;;;;;;;;;0;01;31.35190;;0
1;044;004;030;1;1;3;2003;05;;;;;;;;;;0;00;31.35190;;0
1;044;003;032;1;2;3;2011;09;1;1997;07;;;;;;;0;02;26.00500;;0
1;044;003;033;1;1;3;2007;08;;;;;;;;;;0;02;26.00500;;0
1;044;001;035;1;0;;;;;;;;;;;;;1;00;31.35190;;0
1;044;003;036;1;1;3;2001;04;;;;;;;;;;0;01;26.00500;;0
1;044;001;037;2;1;3;2008;05;;;;;;;;;;0;01;31.35190;;0
1;044;003;039;1;1;1;1999;05;;;;;;;;;;0;01;31.35190;;0
1;044;005;040;1;2;1;2002;04;1;2001;06;;;;;;;0;04;26.00500;;0
1;044;003;041;1;2;1;2007;08;1;2005;05;;;;;;;1;09;26.00500;;0
1;044;001;045;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;004;046;1;0;;;;;;;;;;;;;1;01;26.00500;;0
1;044;005;047;1;1;3;2010;05;;;;;;;;;;0;00;31.35190;;0
1;044;003;049;1;1;1;2001;05;;;;;;;;;;0;01;31.35190;;0
1;044;003;050;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;003;052;2;0;;;;;;;;;;;;;0;00;26.00500;;0
1;044;004;054;2;1;1;2004;05;;;;;;;;;;0;01;31.35190;;0
1;044;001;055;1;1;1;2012;05;;;;;;;;;;0;02;26.00500;;0
1;044;003;056;1;1;1;2000;06;;;;;;;;;;0;01;26.00500;;0
1;044;003;059;1;2;1;2010;06;1;2010;06;;;;;;;0;00;26.00500;;0
1;044;003;060;1;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;003;061;1;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;003;062;1;1;3;2003;06;;;;;;;;;;0;00;26.00500;;0
1;044;005;065;1;1;3;2011;05;;;;;;;;;;0;00;26.00500;;0
1;044;005;070;1;1;1;2003;05;;;;;;;;;;0;01;31.35190;;0
1;044;003;071;1;2;3;2006;05;3;2005;05;;;;;;;0;02;26.00500;;0
1;044;003;074;1;1;3;1999;06;;;;;;;;;;0;00;49.36726;;0
1;044;005;075;1;2;3;2009;04;3;2012;06;;;;;;;0;01;49.36726;;0
1;044;005;076;1;3;3;2013;07;1;2010;04;3;2000;06;;;;1;06;49.36726;;0
1;044;005;077;2;1;1;2000;04;;;;;;;;;;0;01;31.35190;;0
1;044;005;078;1;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;005;081;1;2;3;2009;05;3;2003;04;;;;;;;0;01;26.00500;;0
1;044;003;083;1;1;1;2000;07;;;;;;;;;;0;00;31.35190;;0
1;044;005;084;1;2;3;2010;04;1;2010;08;;;;;;;1;03;49.36726;;0
1;044;005;086;1;3;3;1996;06;3;2006;04;1;2000;04;;;;0;00;152.2917;;0
1;044;003;089;1;2;3;1997;06;3;1994;05;;;;;;;0;01;26.00500;;0
1;044;005;090;1;2;3;2002;05;3;1999;09;;;;;;;1;02;26.00500;;0
1;044;001;093;1;1;3;2000;05;;;;;;;;;;0;00;31.35190;;0
1;044;003;094;1;1;1;2008;04;;;;;;;;;;0;00;26.00500;;0
1;044;002;097;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;004;098;1;3;3;2013;04;3;2013;04;1;1998;06;;;;0;00;26.00500;;0
1;044;003;099;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;005;100;1;1;3;2006;13;;;;;;;;;;0;00;31.35190;;0
1;044;004;101;1;2;3;1992;05;1;1986;04;;;;;;;0;03;26.00500;;0
1;044;003;102;1;1;1;1982;04;;;;;;;;;;0;00;31.35190;;0
1;044;005;105;2;1;3;2008;04;;;;;;;;;;0;00;26.00500;;0
1;044;001;106;1;2;3;2004;06;3;2003;06;;;;;;;0;02;26.00500;;0
1;044;004;107;1;0;;;;;;;;;;;;;0;01;26.00500;;0
1;044;005;108;1;1;3;2005;04;;;;;;;;;;0;01;31.35190;;0
1;044;001;109;1;1;3;2001;05;;;;;;;;;;0;00;31.35190;;0
1;044;001;112;1;2;3;2001;08;3;2010;06;;;;;;;0;02;26.00500;;0
1;044;004;115;1;1;3;1997;06;;;;;;;;;;0;01;31.35190;;0
1;044;005;117;2;1;3;2012;05;;;;;;;;;;0;00;26.00500;;0
1;044;003;118;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;003;119;1;1;3;2013;06;;;;;;;;;;0;02;26.00500;;0
1;044;004;121;1;1;1;1996;04;;;;;;;;;;0;00;31.35190;;0
1;044;001;122;1;1;1;2009;04;;;;;;;;;;0;01;31.35190;;0
1;044;003;123;1;1;3;2002;06;;;;;;;;;;0;00;31.35190;;0
1;044;001;124;1;1;1;2009;05;;;;;;;;;;0;02;26.00500;;0
1;044;003;125;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;001;126;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;004;128;2;2;3;2009;06;3;2004;05;;;;;;;0;00;26.00500;;0
1;044;005;129;1;2;1;2010;04;3;2012;07;;;;;;;0;02;26.00500;;0
1;044;004;133;1;0;;;;;;;;;;;;;0;00;26.00500;;0
1;044;001;134;2;1;3;2013;06;;;;;;;;;;0;00;26.00500;;0
1;044;005;135;1;0;;;;;;;;;;;;;0;01;31.35190;;0
1;044;005;136;1;1;3;2010;05;;;;;;;;;;0;00;31.35190;;0
1;044;005;137;1;2;3;2006;05;3;2000;05;;;;;;;1;03;49.36726;;0
1;044;003;139;1;2;1;2010;05;1;2013;05;;;;;;;0;03;49.36726;;0
1;044;003;141;1;1;3;2006;04;;;;;;;;;;0;00;26.00500;;0
1;044;005;142;1;2;1;2004;07;3;1996;06;;;;;;;0;02;26.00500;;0
1;044;005;143;1;2;3;2003;04;3;2012;07;;;;;;;0;00;152.2917;;0
1;044;003;144;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;003;145;1;1;1;2008;05;;;;;;;;;;0;01;31.35190;;0
1;044;005;146;1;1;3;2008;05;;;;;;;;;;0;01;26.00500;;0
1;044;003;148;1;1;3;2004;06;;;;;;;;;;0;01;26.00500;;0
1;044;003;149;2;2;1;1999;07;1;1999;07;;;;;;;0;00;26.00500;;0
1;044;005;150;1;1;1;2006;04;;;;;;;;;;0;01;31.35190;;0
1;044;005;152;1;1;1;1999;04;;;;;;;;;;0;00;26.00500;;0
1;044;003;154;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;006;155;1;0;;;;;;;;;;;;;0;01;26.00500;;0
1;044;003;156;1;1;1;2002;04;;;;;;;;;;0;00;31.35190;;0
1;044;006;157;2;2;3;2010;18;1;2006;04;;;;;;;0;02;26.00500;;0
1;044;003;159;2;1;1;1998;05;;;;;;;;;;0;00;31.35190;;0
1;044;005;160;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;004;161;2;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;001;163;1;0;;;;;;;;;;;;;0;00;31.35190;;0
1;044;004;167;1;1;3;2010;04;;;;;;;;;;0;00;31.35190;;0
1;045;001;002;2;0;;;;;;;;;;;;;0;00;34.39440;;0
1;045;005;003;1;1;1;2011;04;;;;;;;;;;0;01;38.73448;;0
1;045;001;005;2;1;1;2010;05;;;;;;;;;;0;00;34.39440;;0
1;045;001;006;1;1;1;2004;07;;;;;;;;;;0;01;45.83111;;0
1;045;005;009;1;3;3;2007;06;3;2005;05;3;1998;05;;;;1;01;34.39440;;0
1;045;005;011;1;1;1;2011;05;;;;;;;;;;0;00;38.73448;;0
1;045;001;015;1;2;3;2003;04;3;1998;04;;;;;;;0;01;38.73448;;0
1;045;001;016;1;1;1;2001;05;;;;;;;;;;0;01;34.39440;;0
1;045;001;017;2;1;3;2009;04;;;;;;;;;;0;00;38.73448;;0
1;045;001;018;2;0;;;;;;;;;;;;;0;00;34.39440;;0
1;045;002;019;1;2;1;2002;06;3;1997;07;;;;;;;0;00;38.73448;;0
1;045;001;020;1;0;;;;;;;;;;;;;0;00;96.58908;;0
1;045;001;021;2;1;1;1999;09;;;;;;;;;;0;00;34.39440;;0
1;045;001;022;1;1;3;2013;05;;;;;;;;;;0;00;96.58908;;0
1;045;005;023;1;2;3;2001;04;1;2006;04;;;;;;;0;02;34.39440;;0
1;045;005;024;1;2;3;1999;05;3;2003;04;;;;;;;0;00;38.73448;;0
1;045;001;027;1;1;1;2009;05;;;;;;;;;;0;00;34.39440;;0
1;045;001;028;1;1;1;2000;07;;;;;;;;;;3;03;48.65100;;0
1;045;005;029;1;1;3;2002;05;;;;;;;;;;0;01;34.39440;;0
1;045;001;030;1;1;1;2000;06;;;;;;;;;;0;00;34.39440;;0
1;045;001;031;2;1;1;2004;05;;;;;;;;;;0;01;34.39440;;0
1;045;004;032;1;1;3;2003;07;;;;;;;;;;0;01;96.58908;;0
1;045;002;034;2;1;1;2003;06;;;;;;;;;;0;00;34.39440;;0
1;045;001;036;1;1;3;2003;05;;;;;;;;;;0;01;34.39440;;0
1;045;005;037;1;1;3;2006;05;;;;;;;;;;0;01;34.39440;;0
1;045;005;039;1;2;1;2001;06;3;2013;06;;;;;;;0;04;45.83111;;0
1;045;001;044;1;1;3;2003;05;;;;;;;;;;0;03;45.83111;;0
1;045;001;046;1;2;3;2001;05;1;2013;05;;;;;;;0;04;38.73448;;0
1;045;005;048;1;2;6;2013;05;1;2009;04;;;;;;;0;07;38.73448;;0
1;045;002;049;1;2;3;2007;04;1;2010;04;;;;;;;0;02;96.58908;;0
1;045;001;050;2;1;3;2008;05;;;;;;;;;;0;02;34.39440;;0
1;045;001;051;2;1;3;2002;06;;;;;;;;;;0;00;34.39440;;0
1;045;005;054;2;1;3;2003;09;;;;;;;;;;0;00;38.73448;;0
1;045;005;057;2;1;1;2009;06;;;;;;;;;;0;02;34.39440;;0
1;045;004;060;1;2;3;2006;06;3;2010;08;;;;;;;0;04;48.65100;;0
1;045;004;061;1;2;3;2000;07;3;2003;07;;;;;;;0;02;38.73448;;0
1;045;002;063;1;2;3;2004;05;3;2011;05;;;;;;;1;03;45.83111;;0
1;045;005;065;1;2;3;2012;06;3;2007;06;;;;;;;0;02;38.73448;;0
1;045;004;066;2;1;3;2005;07;;;;;;;;;;0;04;38.73448;;0
1;045;005;067;1;2;3;2011;09;3;2011;14;;;;;;;1;01;38.73448;;0
1;045;001;069;1;2;3;2010;09;1;1996;05;;;;;;;0;03;45.83111;;0
1;045;005;070;1;2;3;2009;12;3;2009;10;;;;;;;1;04;45.83111;;0
1;045;005;073;1;1;3;2007;05;;;;;;;;;;0;02;38.73448;;0
1;045;005;074;1;1;3;2005;05;;;;;;;;;;0;03;96.58908;;0
1;045;005;075;1;3;3;2000;06;3;2013;06;3;2000;08;;;;0;04;45.83111;;0
1;045;005;076;1;2;1;1994;04;3;2013;06;;;;;;;0;04;38.73448;;0
1;045;005;077;1;3;3;2005;06;3;2004;05;3;2002;07;;;;0;03;48.65100;;0
1;045;004;078;1;1;3;2013;06;;;;;;;;;;0;02;38.73448;;0
1;045;004;081;1;2;3;2000;07;3;1986;07;;;;;;;0;00;38.73448;;0
1;045;005;082;1;2;1;2005;05;3;1997;07;;;;;;;0;05;48.65100;;0
1;045;002;083;1;2;3;2013;06;3;1991;07;;;;;;;1;00;96.58908;;0
1;045;001;084;1;2;3;2014;06;1;2009;06;;;;;;;1;03;45.83111;;0
1;045;004;086;1;2;1;1998;05;1;2001;05;;;;;;;0;02;38.73448;;0
1;045;002;088;2;1;3;2011;05;;;;;;;;;;0;01;38.73448;;0
1;045;001;089;1;1;1;1994;05;;;;;;;;;;0;01;34.39440;;0
1;045;005;090;1;1;1;2005;04;;;;;;;;;;1;04;38.73448;;0
1;045;005;091;2;2;1;1997;05;3;2008;05;;;;;;;0;02;38.73448;;0
1;045;005;092;2;0;;;;;;;;;;;;;0;00;38.73448;;0
1;045;005;095;1;2;3;2006;05;1;1990;04;;;;;;;1;04;38.73448;;0
1;045;005;098;1;2;3;1999;06;3;1996;04;;;;;;;0;04;45.83111;;0
1;045;004;100;1;1;1;1999;04;;;;;;;;;;0;02;38.73448;;0
1;045;001;101;1;1;1;2007;04;;;;;;;;;;0;01;34.39440;;0
1;045;002;105;1;2;3;2007;08;3;2013;05;;;;;;;0;02;38.73448;;0
1;045;001;106;1;1;3;2005;05;;;;;;;;;;0;01;34.39440;;0
1;045;001;108;2;1;3;2001;07;;;;;;;;;;0;01;34.39440;;0
1;045;002;109;1;3;3;2005;07;1;2002;04;1;2008;04;;;;0;04;38.73448;;0
1;045;001;110;2;1;3;2009;05;;;;;;;;;;0;09;38.73448;;0
1;045;005;111;1;1;1;2000;05;;;;;;;;;;0;02;34.39440;;0
1;045;002;112;1;2;3;2008;10;3;1992;07;;;;;;;0;04;45.83111;;0
1;045;001;116;1;2;1;2007;07;1;2002;05;;;;;;;0;06;45.83111;;0
1;045;005;117;1;2;3;2003;11;3;2006;08;;;;;;;0;01;96.58908;;0
1;045;001;123;1;1;3;2006;07;;;;;;;;;;0;02;38.73448;;0
1;045;001;126;1;0;;;;;;;;;;;;;0;01;34.39440;;0
1;045;005;128;1;1;3;2007;07;;;;;;;;;;0;03;34.39440;;0
1;045;005;130;1;2;1;1996;05;3;2004;09;;;;;;;0;03;45.83111;;0
1;045;003;133;1;3;3;2012;06;3;2005;04;3;2005;07;;;;0;05;38.73448;;0
1;046;005;004;1;1;3;2012;06;;;;;;;;;;1;01;31.20867;;0
1;046;001;009;1;1;1;1995;05;;;;;;;;;;0;01;31.20867;;0
1;046;009;012;1;2;1;1999;05;3;2007;08;;;;;;;0;01;31.20867;;0
1;046;004;013;1;2;3;2003;08;3;2004;07;;;;;;;1;04;31.20867;;0
1;046;005;015;1;1;1;2009;04;;;;;;;;;;0;01;40.02258;;0
1;046;004;016;1;1;1;2001;04;;;;;;;;;;0;01;40.02258;;0
1;046;001;017;1;1;3;2007;06;;;;;;;;;;0;02;31.20867;;0
1;046;001;018;1;2;3;2012;06;3;2005;05;;;;;;;1;05;39.25525;;0
1;046;004;020;1;1;1;2000;04;;;;;;;;;;0;00;31.20867;;0
1;046;005;023;1;2;1;1995;04;3;2004;05;;;;;;;0;00;31.20867;;0
1;046;001;024;1;1;1;2011;05;;;;;;;;;;1;00;31.20867;;0
1;046;004;027;1;1;1;2004;04;;;;;;;;;;0;00;40.02258;;0
1;046;006;028;1;2;3;2003;06;3;2007;10;;;;;;;0;03;50.35380;;0
1;046;004;029;1;1;1;1990;09;;;;;;;;;;0;00;40.02258;;0
1;046;004;030;2;1;1;2009;04;;;;;;;;;;0;00;40.02258;;0
1;046;001;032;1;2;3;2003;06;1;1995;04;;;;;;;1;02;50.35380;;0
1;046;004;033;1;2;3;2008;06;3;2010;04;;;;;;;0;02;31.20867;;0
1;046;004;034;1;2;1;1993;04;1;2003;09;;;;;;;0;02;50.35380;;0
1;046;004;035;1;2;1;2008;05;3;1999;07;;;;;;;0;01;31.20867;;0
1;046;004;037;1;2;3;2007;06;1;2004;07;;;;;;;0;00;75.51903;;0
1;046;004;038;1;1;1;2011;04;;;;;;;;;;0;00;40.02258;;0
1;046;004;039;1;2;3;2007;07;1;2008;04;;;;;;;0;01;31.20867;;0
1;046;001;041;1;2;3;2005;07;1;2003;05;;;;;;;0;02;31.20867;;0
1;046;001;042;1;3;3;1998;05;1;1991;04;3;2008;10;;;;0;02;50.35380;;0
1;046;004;044;1;2;1;1996;04;1;2003;06;;;;;;;0;02;50.35380;;0
1;046;004;045;1;1;3;2012;05;;;;;;;;;;0;02;31.20867;;0
1;046;001;046;1;1;1;2013;05;;;;;;;;;;0;02;40.02258;;0
1;046;001;047;1;4;1;2002;08;3;2001;06;3;2007;07;1;2003;07;1;04;75.51903;;0
1;046;001;050;1;2;3;2000;05;1;2006;04;;;;;;;0;01;31.20867;;0
1;046;005;051;1;2;3;2005;06;3;2001;07;;;;;;;1;02;75.51903;;0
1;046;001;052;1;2;6;2007;08;3;2004;07;;;;;;;1;02;31.20867;;0
1;046;004;053;2;1;3;2000;11;;;;;;;;;;1;01;40.02258;;0
1;046;002;054;1;1;3;2005;08;;;;;;;;;;0;00;40.02258;;0
1;046;005;055;1;2;3;2013;06;3;2001;05;;;;;;;0;03;31.20867;;0
1;046;004;056;1;1;1;2013;05;;;;;;;;;;1;01;40.02258;;0
1;046;005;057;1;2;1;2000;05;3;2002;07;;;;;;;1;04;50.35380;;0
1;046;005;059;1;2;3;1999;05;3;2013;07;;;;;;;0;05;39.25525;;0
1;046;004;061;1;2;3;2002;04;3;2010;05;;;;;;;1;04;75.51903;;0
1;046;004;062;2;1;1;1994;06;;;;;;;;;;0;00;31.20867;;0
1;046;004;065;1;2;3;1998;05;3;2009;07;;;;;;;0;05;75.51903;;0
1;046;004;067;2;1;3;2011;06;;;;;;;;;;0;00;31.20867;;0
1;046;001;069;1;1;1;2003;07;;;;;;;;;;0;02;31.20867;;0
1;046;001;070;1;2;1;2006;12;3;2009;07;;;;;;;0;02;31.20867;;0
1;046;001;072;1;2;3;2004;05;3;2009;04;;;;;;;0;03;50.35380;;0
1;046;001;073;1;2;3;2000;05;3;1998;07;;;;;;;1;01;50.35380;;0
1;046;001;074;1;3;3;2011;06;3;2011;04;3;2009;07;;;;1;04;75.51903;;0
1;046;004;077;1;2;1;2005;05;3;2008;06;;;;;;;0;07;31.20867;;0
1;046;004;078;1;2;1;1996;04;3;2005;06;;;;;;;0;04;31.20867;;0
1;046;004;081;1;1;1;2010;04;;;;;;;;;;0;03;50.35380;;0
1;046;001;085;1;2;3;2006;05;3;2010;05;;;;;;;0;03;31.20867;;0
1;046;001;086;1;1;3;2009;05;;;;;;;;;;0;02;50.35380;;0
1;046;001;087;1;2;3;2011;05;3;2013;07;;;;;;;0;01;31.20867;;0
1;046;001;090;2;1;3;1986;06;;;;;;;;;;0;00;31.20867;;0
1;046;005;092;1;2;1;1994;04;3;2002;05;;;;;;;0;05;39.25525;;0
1;046;001;093;1;2;1;2008;04;6;1991;04;;;;;;;0;03;31.20867;;0
1;046;001;095;2;1;1;2012;04;;;;;;;;;;0;00;40.02258;;0
1;046;009;096;2;1;3;2006;05;;;;;;;;;;0;02;31.20867;;0
1;046;005;097;1;2;3;2003;04;3;2013;05;;;;;;;0;02;31.20867;;0
1;046;001;098;1;2;1;2011;20;1;2011;06;;;;;;;0;00;31.20867;;0
1;046;004;099;1;1;3;2009;05;;;;;;;;;;0;00;40.02258;;0
1;046;004;100;1;1;3;2002;06;;;;;;;;;;0;01;40.02258;;0
1;046;004;101;2;1;1;1999;08;;;;;;;;;;0;02;75.51903;;0
1;046;004;106;1;1;3;1999;04;;;;;;;;;;0;00;40.02258;;0
1;046;004;107;1;2;3;2012;04;3;2004;07;;;;;;;1;01;50.35380;;0
1;046;004;108;1;1;1;2013;04;;;;;;;;;;0;01;40.02258;;0
1;046;005;114;1;2;3;2012;07;3;2010;05;;;;;;;0;04;39.25525;;0
1;046;001;115;1;1;3;2009;06;;;;;;;;;;0;01;31.20867;;0
1;046;004;116;2;1;1;2007;05;;;;;;;;;;0;00;40.02258;;0
1;046;001;120;1;1;1;2005;05;;;;;;;;;;0;00;40.02258;;0
1;046;005;123;1;2;3;2010;06;1;2014;03;;;;;;;0;00;31.20867;;0
1;046;004;125;1;2;1;2011;07;1;2013;05;;;;;;;0;00;31.20867;;0
1;046;004;127;1;2;1;2001;04;3;2006;07;;;;;;;0;00;31.20867;;0
1;046;001;129;1;2;3;2009;07;1;2006;04;;;;;;;1;06;39.25525;;0
1;046;004;130;1;2;3;2004;05;3;2000;05;;;;;;;0;00;31.20867;;0
1;046;004;132;1;3;3;2013;11;1;2011;05;1;1983;16;;;;1;02;31.20867;;0
1;046;004;134;1;1;3;2012;05;;;;;;;;;;0;01;31.20867;;0
1;047;007;001;1;1;3;2011;05;;;;;;;;;;0;01;45.42447;;0
1;047;009;002;1;2;3;2002;06;3;2006;05;;;;;;;0;04;52.17697;;0
1;047;003;003;1;1;3;2012;07;;;;;;;;;;0;02;45.73133;;0
1;047;012;006;1;1;3;2010;07;;;;;;;;;;0;00;45.42447;;0
1;047;002;007;1;2;1;2004;04;1;2008;07;;;;;;;0;00;45.73133;;0
1;047;006;009;2;2;3;2000;06;3;2007;08;;;;;;;0;02;45.73133;;0
1;047;007;010;2;1;1;2003;04;;;;;;;;;;0;00;45.73133;;0
1;047;006;011;1;2;3;2002;08;1;2004;04;;;;;;;0;03;73.59186;;0
1;047;008;012;1;2;3;2007;06;3;2008;08;;;;;;;0;02;45.73133;;0
1;047;007;013;1;2;1;1993;04;3;2011;06;;;;;;;0;03;45.73133;;0
1;047;007;014;2;0;;;;;;;;;;;;;0;00;45.42447;;0
1;047;001;017;1;2;3;2013;08;3;2010;07;;;;;;;0;02;45.73133;;0
1;047;007;019;1;2;3;2011;09;1;2003;05;;;;;;;0;02;45.73133;;0
1;047;010;020;1;1;3;2004;05;;;;;;;;;;0;01;45.42447;;0
1;047;010;023;1;2;3;2004;06;3;2013;04;;;;;;;1;03;52.17697;;0
1;047;006;025;1;1;3;2005;04;;;;;;;;;;0;00;45.42447;;0
1;047;007;026;1;1;3;2008;05;;;;;;;;;;2;05;52.17697;;0
1;047;006;027;1;1;3;2004;07;;;;;;;;;;0;01;73.59186;;0
1;047;012;028;1;2;3;2001;07;3;2008;06;;;;;;;0;07;52.17697;;0
1;047;010;030;1;3;1;2008;05;3;2004;07;3;2003;05;;;;0;00;52.17697;;0
1;047;003;031;2;1;1;2004;05;;;;;;;;;;0;01;45.42447;;0
1;047;013;032;2;1;1;2002;06;;;;;;;;;;0;01;45.73133;;0
1;047;007;034;2;0;;;;;;;;;;;;;0;01;45.73133;;0
1;047;002;036;1;1;3;2008;06;;;;;;;;;;0;01;45.42447;;0
1;047;010;037;1;1;1;2013;06;;;;;;;;;;0;01;45.42447;;0
1;047;006;041;1;1;3;2008;05;;;;;;;;;;0;00;45.42447;;0
1;047;009;042;1;3;3;1989;09;1;1988;06;1;2001;07;;;;1;00;45.73133;;0
1;047;002;047;2;0;;;;;;;;;;;;;0;00;45.42447;;0
1;047;002;048;2;1;1;1997;05;;;;;;;;;;0;01;45.42447;;0
1;047;011;049;1;2;1;2008;05;1;2011;04;;;;;;;0;00;45.73133;;0
1;047;009;051;1;2;3;2011;06;3;2003;05;;;;;;;1;04;52.17697;;0
1;047;010;053;1;1;3;2003;05;;;;;;;;;;0;00;45.42447;;0
1;047;002;055;1;2;3;2006;05;3;1995;04;;;;;;;0;02;52.17697;;0
1;047;012;057;1;2;3;2004;07;3;2009;07;;;;;;;0;03;73.59186;;0
1;047;001;058;1;2;3;2006;05;1;1995;04;;;;;;;0;00;45.73133;;0
1;047;010;061;1;2;3;2006;07;3;2008;06;;;;;;;0;01;73.59186;;0
1;047;008;062;1;2;1;2000;05;1;2002;05;;;;;;;0;04;52.17697;;0
1;047;001;064;1;2;3;2011;08;3;2006;05;;;;;;;0;02;52.17697;;0
1;047;001;066;1;3;3;2005;06;1;1990;07;3;2012;07;;;;1;07;52.17697;;0
1;047;001;069;1;1;1;2013;04;;;;;;;;;;0;00;45.73133;;0
1;047;008;071;1;1;3;2011;04;;;;;;;;;;0;00;45.42447;;0
1;047;009;073;1;2;1;1995;06;1;2006;07;;;;;;;0;01;45.73133;;0
1;047;002;074;1;3;3;1994;05;3;2011;04;3;2000;05;;;;0;03;45.73133;;0
1;047;010;077;1;2;3;1998;06;3;1987;10;;;;;;;1;01;73.59186;;0
1;047;002;078;1;1;3;2008;05;;;;;;;;;;0;00;45.73133;;0
1;047;007;079;1;0;;;;;;;;;;;;;0;01;45.42447;;0
1;047;001;086;1;3;3;2002;07;1;1989;03;2;1982;03;;;;0;04;52.17697;;0
1;047;006;088;1;1;3;2008;07;;;;;;;;;;1;04;52.17697;;0
1;047;008;089;1;2;3;1996;06;3;2010;05;;;;;;;0;02;45.73133;;0
1;047;004;090;1;1;3;2006;05;;;;;;;;;;0;00;45.73133;;0
1;047;006;092;1;2;1;1998;07;3;2000;05;;;;;;;0;02;45.73133;;0
1;047;010;093;1;3;3;2005;07;3;2008;07;3;2010;05;;;;0;01;52.17697;;0
1;047;009;094;1;1;3;2011;05;;;;;;;;;;0;01;45.42447;;0
1;047;013;096;1;2;1;2001;05;3;2002;06;;;;;;;0;02;45.73133;;0
1;047;009;097;1;2;3;2007;08;1;2010;06;;;;;;;0;04;52.17697;;0
1;047;006;098;1;1;1;2005;04;;;;;;;;;;0;02;45.42447;;0
1;047;010;099;1;3;3;2010;06;1;2002;05;1;1997;04;;;;0;00;73.59186;;0
1;047;001;101;1;2;3;2010;06;1;1999;04;;;;;;;2;01;73.59186;;0
1;047;008;102;2;1;3;2009;06;;;;;;;;;;0;00;45.42447;;0
1;047;010;105;1;2;1;1997;04;3;2010;05;;;;;;;0;00;45.73133;;0
