MP1;TIRA;MP3;ECH;M5;M6;M8A;M9A;M10A;M8B;M9B;M10B;M8C;M9C;M10C;M8D;M9D;M10D;M14;M20;COE0;ZFET;MFIN
1;003;001;124;1;2;1;1984;07;1;2011;04;;;;;;;0;06;74.70099;;0
1;003;002;128;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;014;130;1;1;1;2003;05;;;;;;;;;;1;02;90.90479;;0
1;003;010;131;1;0;;;;;;;;;;;;;0;01;90.90479;;0
1;003;017;135;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;006;139;1;1;3;2005;07;;;;;;;;;;0;04;64.42238;;0
1;003;002;140;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;141;1;1;3;2009;07;;;;;;;;;;0;01;84.66289;;0
1;003;010;146;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;147;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;149;1;0;;;;;;;;;;;;;0;00;76.78772;;0
1;003;008;151;1;1;1;2005;05;;;;;;;;;;0;00;84.66289;;0
1;003;017;153;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;156;1;0;;;;;;;;;;;;;0;00;90.90479;;0
1;003;002;157;1;0;;;;;;;;;;;;;0;01;84.66289;;0
1;003;014;163;2;1;3;2010;06;;;;;;;;;;0;02;90.90479;;0
1;003;014;165;1;2;3;2006;05;1;1987;06;;;;;;;0;02;64.42238;;0
1;003;002;166;1;1;1;2012;04;;;;;;;;;;0;00;84.66289;;0
1;003;010;167;1;0;;;;;;;;;;;;;0;01;84.66289;;0
1;003;004;168;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;014;171;1;1;1;1998;04;;;;;;;;;;0;01;84.66289;;0
1;003;018;173;1;1;3;2011;06;;;;;;;;;;0;03;90.90479;;0
1;003;014;174;1;2;3;2002;07;3;1996;08;;;;;;;0;02;76.78772;;0
1;003;009;176;1;0;;;;;;;;;;;;;0;01;76.78772;;0
1;003;002;177;1;1;1;2014;04;;;;;;;;;;0;00;84.66289;;0
1;003;004;178;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;016;182;1;1;3;2012;06;;;;;;;;;;0;02;90.90479;;0
1;003;013;185;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;186;1;1;1;2012;04;;;;;;;;;;0;00;90.90479;;0
1;003;011;187;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;001;188;1;2;3;2005;04;1;2005;05;;;;;;;0;01;76.78772;;0
1;003;008;191;1;1;1;2012;05;;;;;;;;;;0;00;84.66289;;0
1;003;014;193;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;002;004;225;1;0;;;;;;;;;;;;;0;01;20.09490;;0
1;002;004;229;2;0;;;;;;;;;;;;;0;00;20.09490;;0
1;003;013;002;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;001;004;1;1;3;2003;04;;;;;;;;;;0;00;84.66289;;0
1;003;001;005;1;1;1;1999;05;;;;;;;;;;0;00;84.66289;;0
1;003;010;006;1;0;;;;;;;;;;;;;0;02;84.66289;;0
1;003;014;007;1;1;3;2002;04;;;;;;;;;;1;01;90.90479;;0
1;003;008;009;1;1;3;2007;04;;;;;;;;;;0;01;90.90479;;0
1;003;003;010;1;1;1;2008;06;;;;;;;;;;0;00;84.66289;;0
1;003;002;012;1;0;;;;;;;;;;;;;0;01;84.66289;;0
1;003;002;013;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;014;1;1;3;1995;06;;;;;;;;;;0;00;84.66289;;0
1;003;008;017;2;1;1;2008;05;;;;;;;;;;0;00;90.90479;;0
1;003;002;018;1;1;1;2010;04;;;;;;;;;;0;00;84.66289;;0
1;003;001;019;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;014;020;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;008;021;1;0;;;;;;;;;;;;;0;01;84.66289;;0
1;003;002;027;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;001;032;1;1;3;2000;06;;;;;;;;;;0;01;90.90479;;0
1;003;002;034;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;010;036;2;1;3;2008;04;;;;;;;;;;0;00;84.66289;;0
1;003;002;037;2;0;;;;;;;;;;;;;0;01;84.66289;;0
1;003;001;038;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;001;039;1;1;1;1993;04;;;;;;;;;;0;01;90.90479;;0
1;003;006;040;1;2;3;2011;06;1;1989;02;;;;;;;1;05;74.70099;;0
1;003;002;041;1;1;1;0;06;;;;;;;;;;0;00;84.66289;;0
1;003;004;042;1;1;1;2009;05;;;;;;;;;;0;00;90.90479;;0
1;003;008;045;1;0;;;;;;;;;;;;;0;00;90.90479;;0
1;003;002;048;1;0;;;;;;;;;;;;;0;01;84.66289;;0
1;003;002;051;1;1;1;1992;09;;;;;;;;;;0;01;84.66289;;0
1;003;010;053;1;2;3;1978;06;1;1998;04;;;;;;;0;03;76.78772;;0
1;003;002;056;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;057;2;1;3;1999;05;;;;;;;;;;0;02;90.90479;;0
1;003;001;058;1;1;1;2006;06;;;;;;;;;;0;04;64.42238;;0
1;003;009;059;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;009;061;1;1;1;1991;07;;;;;;;;;;0;00;90.90479;;0
1;003;008;063;2;1;3;1998;05;;;;;;;;;;0;00;90.90479;;0
1;003;010;065;2;1;3;2001;07;;;;;;;;;;0;01;90.90479;;0
1;003;002;066;1;0;;;;;;;;;;;;;0;01;84.66289;;0
1;003;002;072;1;1;1;1996;04;;;;;;;;;;0;01;84.66289;;0
1;003;001;073;1;0;;;;;;;;;;;;;1;00;84.66289;;0
1;003;016;074;1;1;1;2007;06;;;;;;;;;;0;00;84.66289;;0
1;003;002;075;1;2;1;2005;07;1;2008;06;;;;;;;0;00;64.42238;;0
1;003;001;078;2;1;1;2004;05;;;;;;;;;;0;03;76.78772;;0
1;003;011;079;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;018;081;1;1;3;2009;06;;;;;;;;;;0;03;76.78772;;0
1;003;001;083;1;1;3;2002;05;;;;;;;;;;0;00;84.66289;;0
1;003;010;086;1;0;;;;;;;;;;;;;1;00;84.66289;;0
1;003;002;088;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;009;089;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;010;092;1;2;3;1994;05;1;2001;03;;;;;;;0;02;64.42238;;0
1;003;009;093;1;0;;;;;;;;;;;;;0;00;90.90479;;0
1;003;010;094;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;014;095;1;2;1;2011;04;3;2013;04;;;;;;;0;03;90.90479;;0
1;003;006;098;2;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;016;099;1;1;1;1999;04;;;;;;;;;;0;01;84.66289;;0
1;003;002;100;1;1;3;1999;03;;;;;;;;;;0;00;90.90479;;0
1;003;004;101;1;0;;;;;;;;;;;;;0;01;90.90479;;0
1;003;010;105;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;002;107;1;0;;;;;;;;;;;;;0;02;90.90479;;0
1;003;005;110;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;004;114;1;0;;;;;;;;;;;;;0;01;76.78772;;0
1;003;005;115;1;1;1;2005;04;;;;;;;;;;1;00;90.90479;;0
1;003;002;118;1;1;3;2003;05;;;;;;;;;;0;00;84.66289;;0
1;003;010;120;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;001;123;1;0;;;;;;;;;;;;;0;00;84.66289;;0
1;003;017;195;1;0;;;;;;;;;;;;;0;01;76.78772;;0
1;003;017;197;1;1;1;2003;14;;;;;;;;;;0;07;74.70099;;0
1;003;001;198;1;3;3;2002;06;3;2001;05;3;2005;07;;;;0;03;76.78772;;0
1;003;001;200;1;1;1;2012;07;;;;;;;;;;0;00;90.90479;;0
1;004;002;001;1;1;3;2007;07;;;;;;;;;;0;00;37.74695;;0
1;004;001;004;1;2;3;2008;04;1;1998;14;;;;;;;0;02;40.10630;;0
1;004;001;008;1;2;3;2012;06;3;2001;06;;;;;;;0;02;61.11567;;0
1;004;003;009;1;1;1;2007;05;;;;;;;;;;0;00;37.74695;;0
1;004;003;011;1;1;1;2010;04;;;;;;;;;;0;00;37.74695;;0
1;004;003;012;1;1;1;2002;04;;;;;;;;;;0;00;30.62087;;0
1;004;002;014;1;1;3;2007;09;;;;;;;;;;0;00;40.10630;;0
1;004;002;015;1;1;1;2004;05;;;;;;;;;;0;01;30.62087;;0
1;004;001;017;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;001;019;1;0;;;;;;;;;;;;;0;02;30.62087;;0
1;004;002;020;1;0;;;;;;;;;;;;;0;01;37.74695;;0
1;004;003;021;1;1;1;1997;05;;;;;;;;;;0;00;37.74695;;0
1;004;003;023;1;2;1;2006;06;1;2004;06;;;;;;;1;01;40.10630;;0
1;004;003;024;1;1;1;1998;05;;;;;;;;;;0;00;30.62087;;0
1;004;003;025;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;001;029;1;1;1;2001;05;;;;;;;;;;0;00;37.74695;;0
1;004;003;030;2;1;3;1988;07;;;;;;;;;;0;00;30.62087;;0
1;004;003;032;2;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;003;034;2;1;3;2001;05;;;;;;;;;;0;00;40.10630;;0
1;004;002;036;1;2;3;2009;09;3;2000;07;;;;;;;0;01;37.74695;;0
1;004;001;037;1;2;1;1997;07;2;1983;03;;;;;;;0;08;42.94170;;0
1;004;001;039;1;0;;;;;;;;;;;;;0;01;30.62087;;0
1;004;003;041;1;0;;;;;;;;;;;;;0;01;37.74695;;0
1;004;002;042;1;1;3;2009;07;;;;;;;;;;0;00;37.74695;;0
1;004;003;044;1;1;3;2006;05;;;;;;;;;;0;00;30.62087;;0
1;004;001;046;1;0;;;;;;;;;;;;;0;00;30.62087;;0
1;004;001;049;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;003;055;2;1;1;2001;10;;;;;;;;;;0;01;37.74695;;0
1;004;001;061;1;1;1;2005;05;;;;;;;;;;0;00;61.11567;;0
1;004;001;062;2;0;;;;;;;;;;;;;1;00;37.74695;;0
1;004;002;063;1;2;3;2008;05;1;1996;05;;;;;;;0;01;40.10630;;0
1;004;002;066;1;1;1;1993;04;;;;;;;;;;0;02;30.62087;;0
1;004;003;070;1;0;;;;;;;;;;;;;0;00;30.62087;;0
1;004;003;071;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;003;072;1;1;1;2005;04;;;;;;;;;;0;00;37.74695;;0
1;004;003;074;2;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;003;078;1;1;1;2001;05;;;;;;;;;;0;00;37.74695;;0
1;004;002;081;1;2;3;2006;06;3;2004;06;;;;;;;0;00;30.62087;;0
1;004;002;082;1;1;1;2002;04;;;;;;;;;;0;01;30.62087;;0
1;004;001;083;1;2;1;1996;05;1;2007;05;;;;;;;0;00;37.74695;;0
1;004;002;085;1;1;3;2005;07;;;;;;;;;;0;00;37.74695;;0
1;004;003;087;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;001;089;1;2;3;2009;04;3;2011;06;;;;;;;0;00;30.62087;;0
1;004;002;091;1;1;1;1995;06;;;;;;;;;;0;00;61.11567;;0
1;004;002;093;1;3;3;2004;05;1;2005;04;1;1999;04;;;;0;00;40.10630;;0
1;004;003;094;1;1;1;2005;05;;;;;;;;;;0;01;37.74695;;0
1;004;001;095;1;1;3;2001;07;;;;;;;;;;0;02;30.62087;;0
1;004;002;097;1;1;1;1996;06;;;;;;;;;;0;01;37.74695;;0
1;004;001;098;1;1;1;2007;04;;;;;;;;;;0;00;30.62087;;0
1;004;003;099;1;2;3;2004;04;3;2008;05;;;;;;;0;01;40.10630;;0
1;004;001;100;1;0;;;;;;;;;;;;;0;01;37.74695;;0
1;004;002;101;1;1;1;2010;07;;;;;;;;;;0;00;30.62087;;0
1;004;003;102;1;2;3;2005;05;1;1994;05;;;;;;;1;04;30.62087;;0
1;004;001;104;1;1;1;2001;05;;;;;;;;;;0;00;30.62087;;0
1;004;002;106;1;1;3;2006;05;;;;;;;;;;0;01;30.62087;;0
1;004;001;107;1;1;3;2011;05;;;;;;;;;;0;00;30.62087;;0
1;004;002;108;1;1;3;2009;06;;;;;;;;;;0;00;37.74695;;0
1;004;001;110;2;0;;;;;;;;;;;;;0;00;30.62087;;0
1;004;003;113;1;1;3;1996;05;;;;;;;;;;0;00;30.62087;;0
1;004;002;114;1;1;1;2004;05;;;;;;;;;;0;00;37.74695;;0
1;004;001;115;1;1;1;2001;05;;;;;;;;;;0;00;37.74695;;0
1;004;001;118;1;1;1;2002;04;;;;;;;;;;0;00;30.62087;;0
1;004;001;119;2;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;003;122;1;1;1;2004;05;;;;;;;;;;0;00;40.10630;;0
1;004;001;123;1;1;1;2004;05;;;;;;;;;;1;02;30.62087;;0
1;004;002;125;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;003;126;1;1;3;2005;06;;;;;;;;;;0;00;42.94170;;0
1;004;002;128;1;2;1;2002;07;3;2000;05;;;;;;;0;01;30.62087;;0
1;004;002;134;1;1;1;2002;04;;;;;;;;;;0;01;37.74695;;0
1;004;001;138;2;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;002;139;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;002;144;1;2;3;2000;09;3;2002;06;;;;;;;0;02;40.10630;;0
1;004;001;145;1;1;3;2005;04;;;;;;;;;;0;02;30.62087;;0
1;004;003;147;1;2;3;2005;04;1;2012;07;;;;;;;1;01;40.10630;;0
1;004;001;148;1;1;1;2000;09;;;;;;;;;;0;01;37.74695;;0
1;004;002;153;1;1;3;2007;06;;;;;;;;;;2;01;40.10630;;0
1;004;003;154;1;1;3;2009;05;;;;;;;;;;0;01;37.74695;;0
1;004;002;159;1;0;;;;;;;;;;;;;0;01;37.74695;;0
1;004;003;162;1;2;3;2000;09;1;2002;08;;;;;;;0;02;30.62087;;0
1;004;001;163;2;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;002;166;1;2;1;2000;05;1;2014;04;;;;;;;0;00;30.62087;;0
1;004;001;168;1;1;1;1997;05;;;;;;;;;;0;02;30.62087;;0
1;004;003;170;2;1;3;2000;07;;;;;;;;;;0;00;30.62087;;0
1;004;002;171;1;1;3;2004;06;;;;;;;;;;0;02;40.10630;;0
1;004;003;172;1;1;3;2000;07;;;;;;;;;;1;02;37.74695;;0
1;004;003;173;2;1;1;2008;07;;;;;;;;;;0;00;37.74695;;0
1;004;002;175;2;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;003;176;2;0;;;;;;;;;;;;;0;00;40.10630;;0
1;004;001;177;1;1;3;2010;05;;;;;;;;;;0;00;30.62087;;0
1;004;002;178;1;0;;;;;;;;;;;;;0;00;30.62087;;0
1;004;001;180;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;001;182;1;0;;;;;;;;;;;;;0;00;37.74695;;0
1;004;001;183;1;0;;;;;;;;;;;;;0;04;61.11567;;0
1;004;002;184;2;0;;;;;;;;;;;;;0;01;30.62087;;0
1;004;003;189;1;1;3;2003;05;;;;;;;;;;0;00;37.74695;;0
1;004;001;191;1;1;1;1991;04;;;;;;;;;;0;02;37.74695;;0
1;005;005;002;1;1;1;2003;06;;;;;;;;;;0;00;53.09104;;0
1;005;006;004;1;1;1;1997;04;;;;;;;;;;0;00;53.09104;;0
1;005;006;005;1;1;3;2005;07;;;;;;;;;;0;00;32.79417;;0
1;005;005;006;1;1;3;2009;06;;;;;;;;;;0;03;47.26536;;0
1;005;003;010;2;0;;;;;;;;;;;;;0;00;32.79417;;0
1;005;003;011;2;1;1;2006;05;;;;;;;;;;0;00;53.09104;;0
1;005;006;014;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;006;016;2;1;1;2001;05;;;;;;;;;;0;04;53.09104;;0
1;005;006;017;1;2;3;2011;06;3;2009;09;;;;;;;1;00;32.79417;;0
1;005;006;018;1;1;1;2000;07;;;;;;;;;;0;00;53.09104;;0
1;005;006;020;1;1;1;1996;05;;;;;;;;;;0;01;53.09104;;0
1;005;006;021;2;1;1;2002;05;;;;;;;;;;0;00;53.09104;;0
1;005;004;022;2;1;1;2005;05;;;;;;;;;;0;01;47.26536;;0
1;005;005;023;1;2;1;1997;07;1;2012;06;;;;;;;0;04;21.29501;;0
1;005;006;024;1;0;;;;;;;;;;;;;0;00;21.29501;;0
1;005;003;025;1;1;3;2006;09;;;;;;;;;;0;09;47.26536;;0
1;005;006;026;1;1;1;2009;07;;;;;;;;;;0;01;53.09104;;0
1;005;005;028;2;1;3;2011;08;;;;;;;;;;0;00;53.09104;;0
1;005;003;032;1;1;3;2005;06;;;;;;;;;;0;01;32.79417;;0
1;005;002;033;1;0;;;;;;;;;;;;;0;02;15.67294;;0
1;005;005;035;1;0;;;;;;;;;;;;;0;02;32.79417;;0
1;005;002;038;1;1;1;2005;05;;;;;;;;;;0;02;21.29501;;0
1;005;005;039;2;0;;;;;;;;;;;;;0;00;32.79417;;0
1;005;006;040;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;006;042;1;1;1;1998;05;;;;;;;;;;0;00;32.79417;;0
1;005;004;045;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;006;047;1;2;1;2008;07;1;2004;05;;;;;;;0;00;32.79417;;0
1;005;006;049;1;1;3;2006;06;;;;;;;;;;0;00;32.79417;;0
1;005;006;050;1;0;;;;;;;;;;;;;0;01;32.79417;;0
1;005;006;051;1;1;1;2010;06;;;;;;;;;;0;01;32.79417;;0
1;005;005;052;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;004;053;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;005;054;1;3;1;2007;07;3;2009;07;1;2008;05;;;;0;00;21.29501;;0
1;005;005;055;1;1;1;2004;09;;;;;;;;;;0;00;32.79417;;0
1;005;005;057;1;2;3;1988;06;1;2000;05;;;;;;;0;02;32.79417;;0
1;005;006;059;1;1;1;2004;05;;;;;;;;;;0;01;53.09104;;0
1;005;006;060;1;1;3;2013;05;;;;;;;;;;0;01;32.79417;;0
1;005;006;062;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;006;063;1;2;3;1999;05;3;2004;05;;;;;;;1;00;32.79417;;0
1;005;005;065;1;2;1;2004;05;3;2003;06;;;;;;;0;05;47.26536;;0
1;005;006;071;1;1;1;2006;07;;;;;;;;;;0;01;53.09104;;0
1;005;005;073;2;1;1;2007;05;;;;;;;;;;0;01;53.09104;;0
1;005;006;074;1;0;;;;;;;;;;;;;0;03;47.26536;;0
1;005;005;075;1;2;3;2004;05;3;2011;04;;;;;;;1;01;32.79417;;0
1;005;001;076;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;005;077;1;1;1;1999;04;;;;;;;;;;0;01;53.09104;;0
1;005;004;079;1;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;004;080;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;006;082;1;0;;;;;;;;;;;;;0;00;32.79417;;0
1;005;004;083;1;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;005;084;1;2;1;2008;04;3;2005;15;;;;;;;3;03;21.29501;;0
1;005;005;091;1;2;3;1995;05;3;2003;05;;;;;;;0;03;21.29501;;0
1;005;002;092;1;1;4;2001;07;;;;;;;;;;0;01;53.09104;;0
1;005;004;093;1;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;006;094;1;0;;;;;;;;;;;;;0;00;32.79417;;0
1;005;002;095;2;1;1;2000;08;;;;;;;;;;0;01;21.29501;;0
1;005;006;096;2;0;;;;;;;;;;;;;0;01;32.79417;;0
1;005;006;097;1;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;005;098;1;1;1;2009;05;;;;;;;;;;0;03;47.26536;;0
1;005;006;101;1;1;1;2002;05;;;;;;;;;;0;01;32.79417;;0
1;005;002;102;1;0;;;;;;;;;;;;;0;00;32.79417;;0
1;005;005;104;1;1;3;2000;07;;;;;;;;;;0;00;32.79417;;0
1;005;002;105;1;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;002;106;1;1;3;2007;05;;;;;;;;;;0;01;32.79417;;0
1;005;005;109;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;005;113;1;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;006;115;2;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;005;117;1;2;3;2009;08;1;2005;07;;;;;;;0;01;15.67294;;0
1;005;004;119;2;0;;;;;;;;;;;;;0;00;21.29501;;0
1;005;005;121;1;2;1;2005;07;1;2008;07;;;;;;;0;02;15.67294;;0
1;005;006;122;2;0;;;;;;;;;;;;;0;01;53.09104;;0
1;005;006;126;1;1;1;2011;05;;;;;;;;;;0;01;53.09104;;0
1;005;004;132;2;0;;;;;;;;;;;;;0;02;21.29501;;0
1;005;005;133;1;0;;;;;;;;;;;;;0;02;47.26536;;0
1;005;006;135;1;1;1;2007;07;;;;;;;;;;0;00;53.09104;;0
1;005;005;136;1;0;;;;;;;;;;;;;0;00;53.09104;;0
1;005;005;140;1;1;1;2004;08;;;;;;;;;;0;00;32.79417;;0
1;005;006;141;1;3;3;2012;07;1;1999;05;3;2000;07;;;;1;04;21.29501;;0
1;005;005;145;1;1;4;2007;06;;;;;;;;;;0;03;47.26536;;0
1;005;005;147;1;1;3;2011;15;;;;;;;;;;1;04;15.67294;;0
1;005;002;148;1;0;;;;;;;;;;;;;0;02;32.79417;;0
1;005;006;149;1;2;3;1994;06;3;2005;08;;;;;;;1;00;21.29501;;0
1;006;002;003;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;004;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;013;007;1;2;1;2001;05;1;2011;07;;;;;;;0;04;63.39280;;0
1;006;010;008;1;0;;;;;;;;;;;;;0;01;66.98579;;0
1;006;008;009;1;1;3;2004;07;;;;;;;;;;0;03;66.99825;;0
1;006;009;012;1;1;3;2009;04;;;;;;;;;;0;00;66.98579;;0
1;006;009;013;1;2;3;2005;07;3;2008;05;;;;;;;0;02;63.39280;;0
1;006;009;014;2;2;1;2000;04;1;2001;04;;;;;;;0;01;66.99825;;0
1;006;006;015;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;005;016;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;018;1;2;3;2010;05;1;2001;04;;;;;;;0;03;106.8396;;0
1;006;004;023;1;1;3;2007;06;;;;;;;;;;1;01;66.98579;;0
1;006;009;025;1;1;3;1999;06;;;;;;;;;;0;03;63.39280;;0
1;006;002;026;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;027;1;0;;;;;;;;;;;;;0;01;66.99825;;0
1;006;009;029;1;0;;;;;;;;;;;;;0;00;66.99825;;0
1;006;016;031;1;0;;;;;;;;;;;;;0;01;66.98579;;0
1;006;015;033;1;0;;;;;;;;;;;;;0;00;66.99825;;0
1;006;015;034;1;1;3;1994;05;;;;;;;;;;1;02;66.99825;;0
1;006;015;035;1;1;1;1999;04;;;;;;;;;;0;00;66.98579;;0
1;006;016;036;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;006;037;1;0;;;;;;;;;;;;;0;01;66.98579;;0
1;006;015;039;1;1;1;2000;04;;;;;;;;;;0;01;66.99825;;0
1;006;004;040;1;1;3;2003;04;;;;;;;;;;0;00;66.98579;;0
1;006;001;041;1;2;3;2002;05;3;2007;06;;;;;;;0;02;66.99825;;0
1;006;007;042;1;1;1;2013;10;;;;;;;;;;0;02;66.98579;;0
1;006;015;050;1;1;1;1997;05;;;;;;;;;;0;03;66.98579;;0
1;006;009;053;2;0;;;;;;;;;;;;;0;01;66.98579;;0
1;006;002;054;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;058;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;059;2;1;3;2006;04;;;;;;;;;;0;00;66.98579;;0
1;006;004;060;1;2;3;2011;04;3;2008;07;;;;;;;1;00;106.8396;;0
1;006;009;062;1;1;3;2003;05;;;;;;;;;;0;00;66.98579;;0
1;006;006;063;1;1;3;2002;06;;;;;;;;;;0;01;66.98579;;0
1;006;002;064;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;009;065;1;1;1;1999;07;;;;;;;;;;0;01;66.98579;;0
1;006;006;066;1;1;1;2003;07;;;;;;;;;;0;01;66.98579;;0
1;006;015;067;1;1;3;2003;04;;;;;;;;;;0;00;66.98579;;0
1;006;013;068;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;013;071;1;1;1;2011;04;;;;;;;;;;0;01;66.98579;;0
1;006;003;072;1;1;1;1999;05;;;;;;;;;;0;01;66.98579;;0
1;006;009;073;1;1;3;2009;08;;;;;;;;;;0;00;66.99825;;0
1;006;012;075;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;009;076;2;0;;;;;;;;;;;;;0;00;66.99825;;0
1;006;015;077;1;1;3;2002;06;;;;;;;;;;0;00;66.99825;;0
1;006;009;078;1;1;1;2005;06;;;;;;;;;;0;00;66.99825;;0
1;006;016;079;1;0;;;;;;;;;;;;;0;01;66.98579;;0
1;006;015;081;1;1;1;2005;06;;;;;;;;;;0;00;66.98579;;0
1;006;016;082;1;1;1;2006;04;;;;;;;;;;0;00;66.98579;;0
1;006;006;083;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;090;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;091;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;013;092;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;015;093;1;0;;;;;;;;;;;;;0;01;66.98579;;0
1;006;009;094;1;1;3;2002;07;;;;;;;;;;0;00;66.99825;;0
1;006;004;096;1;1;1;2005;07;;;;;;;;;;0;00;66.98579;;0
1;006;009;097;1;0;;;;;;;;;;;;;0;01;66.98579;;0
1;006;016;099;1;2;3;2005;05;3;2010;07;;;;;;;0;04;63.39280;;0
1;006;012;100;1;1;3;2002;06;;;;;;;;;;0;01;106.8396;;0
1;006;013;101;2;0;;;;;;;;;;;;;0;00;66.99825;;0
1;006;001;105;1;1;3;2003;06;;;;;;;;;;0;00;66.99825;;0
1;006;009;106;1;1;3;2007;04;;;;;;;;;;0;01;66.98579;;0
1;006;004;107;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;002;109;2;1;3;2005;07;;;;;;;;;;0;01;66.98579;;0
1;006;015;110;1;1;3;2003;05;;;;;;;;;;0;00;66.98579;;0
1;006;013;115;1;1;1;1996;04;;;;;;;;;;0;02;66.99825;;0
1;006;009;116;2;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;002;117;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;011;118;1;1;3;2012;07;;;;;;;;;;1;00;66.99825;;0
1;006;002;119;1;2;3;1999;05;1;1995;05;;;;;;;0;00;66.99825;;0
1;006;009;120;1;0;;;;;;;;;;;;;0;00;66.98579;;0
1;006;001;121;1;1;1;1992;06;;;;;;;;;;0;00;66.99825;;0
1;006;007;122;1;3;1;2004;07;3;2007;06;3;2004;04;;;;0;03;106.8396;;0
1;006;009;126;1;1;3;2008;05;;;;;;;;;;0;00;66.98579;;0
1;006;008;127;1;1;6;2013;05;;;;;;;;;;0;00;66.99825;;0
