id_zone;geo_code
125010;34302
125011;34158
125012;34075
125013;34075
125014;34075
125015;34020
125016;34020
125017;34020
125018;34020
125019;34189
125020;34189
125021;34189
125022;34189
125023;34189
125024;34190
125025;34026
125026;34006
125027;34006
125028;34006
125029;34006
125030;34059
125031;34059
125032;34059
125033;34007
125034;34007
125035;34007
125036;34004
125037;34004
125038;34004
126001;34339
126002;34015
126003;34021
126004;34021
126005;34245
126006;34245
126007;34245
126008;34245
126009;34245
126010;34201
126011;34201
126012;34201
126013;34218
126014;34218
126015;34070
126016;34070
126017;34070
126018;34065
126019;34074
126020;34074
126021;34074
126022;34061
126023;34279
126024;34178
126025;34178
126026;34178
126027;34178
126028;34191
126029;34310
126030;34310
127001;34223
127002;34258
127003;34147
127004;34147
127005;34018
127006;34044
127007;34062
127008;34130
127009;34105
127010;34214
127011;34096
127012;34096
127013;34234
127014;34104
127015;34168
127016;34319
127017;34109
127018;34149
127019;34237
127020;34237
127021;34237
127022;34237
127023;34237
127024;34181
127025;34181
127026;34181
128001;34293
128002;34293
128003;34293
128004;34293
128005;34107
128006;34107
128007;34305
128008;34046
128009;34055
128010;34235
128011;34080
128012;34080
128013;34273
128014;34160
128015;34160
128016;34160
128017;34160
128018;34160
128019;34334
128020;34271
128021;34291
128022;34187
128023;34187
128024;34187
128025;34232
128026;34232
128027;34232
128028;34030
128029;34100
128030;34250
128031;34250
128032;34250
128033;34219
128034;34219
128035;34219
128036;34229
128037;34229
128038;34229
128039;34193
128040;34284
128041;34284
128042;34284
128043;34086
128044;34086
128045;34086
128046;34331
128047;34228
128048;34269
128049;34326
128050;34034
129001;34008
129002;34211
129003;34211
129004;34126
129005;34126
129006;34126
129007;34119
129008;34119
129009;34216
129010;34335
129011;34028
129012;34028
129013;34028
129014;34028
129015;34028
129016;34028
129017;34028
129018;34028
129019;34028
129020;34028
129021;34028
129022;34028
129023;34028
129024;34028
129025;34053
129026;34200
130001;34071
130002;34121
130003;34019
130004;34144
130005;34144
130006;34144
130007;34093
130008;34038
130009;34038
130010;34038
130011;34038
130012;34038
130013;34312
130014;34312
130015;34312
130016;34312
130017;34312
130018;34312
130019;34312
130020;34312
130021;34312
130022;34312
130023;34049
130024;34049
130025;34117
130026;34117
130027;34252
130028;34308
130029;34083
130030;34260
130031;34260
130032;34260
130033;34260
130034;34257
130035;34040
200001;30189
200002;30189
200003;30189
200004;30189
200005;30189
200006;30189
200007;30189
200008;30189
200009;30189
200010;30189
200011;30189
200012;30189
200013;30189
